Run ID,Meta-level Policy,Pretrained Percentile,Number of Steps,Return
,AStar,0.25,222,14.0
,AStar,0.25,26,11.0
,AStar,0.25,22,11.0
,AStar,0.25,55,11.0
,AStar,0.25,239,15.0
,AStar,0.25,28,11.0
,AStar,0.25,243,15.0
,AStar,0.25,58,12.0
,AStar,0.25,1,0.0
,AStar,0.25,23,11.0
,AStar,0.25,109,2.0
,AStar,0.25,37,11.0
,AStar,0.25,22,0.0
,AStar,0.25,260,15.0
,AStar,0.25,12,0.0
,AStar,0.25,261,14.0
,AStar,0.25,71,1.0
,AStar,0.25,195,14.0
,AStar,0.25,133,13.0
,AStar,0.25,164,13.0
,AStar,0.25,33,11.0
,AStar,0.25,146,13.0
,AStar,0.25,140,14.0
,AStar,0.25,11,0.0
,AStar,0.25,277,15.0
,AStar,0.25,34,11.0
,AStar,0.25,193,13.0
,AStar,0.25,162,15.0
,AStar,0.25,246,15.0
,AStar,0.25,115,2.0
,AStar,0.25,318,1.0
,Instant Terminate,0.25,1,0.0
,Instant Terminate,0.25,7,0.0
,Instant Terminate,0.25,7,0.0
,Instant Terminate,0.25,7,0.0
,Instant Terminate,0.25,7,0.0
,Instant Terminate,0.25,7,0.0
,Instant Terminate,0.25,7,0.0
,Instant Terminate,0.25,8,0.0
,Instant Terminate,0.25,8,0.0
,Instant Terminate,0.25,8,0.0
,Instant Terminate,0.25,11,0.0
,Instant Terminate,0.25,11,0.0
,Instant Terminate,0.25,12,0.0
,Instant Terminate,0.25,13,0.0
,Instant Terminate,0.25,13,0.0
,Instant Terminate,0.25,14,0.0
,Instant Terminate,0.25,14,0.0
,Instant Terminate,0.25,15,0.0
,Instant Terminate,0.25,17,0.0
,Instant Terminate,0.25,18,0.0
,Instant Terminate,0.25,18,0.0
,Instant Terminate,0.25,21,0.0
,Instant Terminate,0.25,21,0.0
,Instant Terminate,0.25,23,0.0
,Instant Terminate,0.25,24,0.0
,Instant Terminate,0.25,24,11.0
,Instant Terminate,0.25,27,0.0
,Instant Terminate,0.25,29,0.0
,Instant Terminate,0.25,36,0.0
,Instant Terminate,0.25,42,11.0
,Instant Terminate,0.25,43,1.0
,Instant Terminate,0.25,51,0.0
,Random (No Terminate),0.5,29,11.0
,Random (No Terminate),0.5,29,11.0
,Random (No Terminate),0.5,51,11.0
,Random (No Terminate),0.5,12,0.0
,Random (No Terminate),0.5,64,11.0
,Random (No Terminate),0.5,18,1.0
,Random (No Terminate),0.5,66,1.0
,Random (No Terminate),0.5,105,1.0
,Random (No Terminate),0.5,92,12.0
,Random (No Terminate),0.5,128,13.0
,Random (No Terminate),0.5,187,12.0
,Random (No Terminate),0.5,100,1.0
,Random (No Terminate),0.5,125,3.0
,Random (No Terminate),0.5,128,13.0
,Random (No Terminate),0.5,226,15.0
,Random (No Terminate),0.5,251,15.0
,Random (No Terminate),0.5,59,11.0
,Random (No Terminate),0.5,109,13.0
,Random (No Terminate),0.5,52,11.0
,Random (No Terminate),0.5,13,0.0
,Random (No Terminate),0.5,52,12.0
,Random (No Terminate),0.5,149,13.0
,Random (No Terminate),0.5,20,0.0
,Random (No Terminate),0.5,63,12.0
,Random (No Terminate),0.5,202,2.0
,Random (No Terminate),0.5,221,12.0
,Random (No Terminate),0.5,63,1.0
,Random (No Terminate),0.5,256,14.0
,Random (No Terminate),0.5,196,14.0
,Random (No Terminate),0.5,43,11.0
,Random (No Terminate),0.5,270,15.0
,Random (No Terminate),0.5,200,13.0
,AStar,0.5,17,0.0
,AStar,0.5,24,11.0
,AStar,0.5,27,11.0
,AStar,0.5,68,1.0
,AStar,0.5,9,0.0
,AStar,0.5,113,12.0
,AStar,0.5,98,11.0
,AStar,0.5,82,12.0
,AStar,0.5,194,14.0
,AStar,0.5,208,13.0
,AStar,0.5,36,11.0
,AStar,0.5,128,12.0
,AStar,0.5,46,11.0
,AStar,0.5,353,12.0
,AStar,0.5,76,12.0
,AStar,0.5,284,14.0
,AStar,0.5,302,15.0
,AStar,0.5,415,14.0
,AStar,0.5,115,2.0
,AStar,0.5,6,0.0
,AStar,0.5,78,11.0
,AStar,0.5,43,11.0
,AStar,0.5,305,13.0
,AStar,0.5,500,4.0
,AStar,0.5,11,11.0
,AStar,0.5,162,1.0
,AStar,0.5,188,14.0
,AStar,0.5,219,14.0
,AStar,0.5,25,0.0
,AStar,0.5,260,13.0
,AStar,0.5,60,1.0
,AStar,0.5,23,12.0
,AStar,0.5,1,0.0
,AStar,0.5,355,3.0
,AStar,0.5,259,14.0
,AStar,0.5,150,12.0
,AStar,0.5,122,2.0
,AStar,0.5,25,0.0
,AStar,0.5,280,15.0
,AStar,0.5,6,0.0
,AStar,0.5,1,0.0
,AStar,0.5,253,13.0
,AStar,0.5,162,12.0
,AStar,0.5,129,12.0
,AStar,0.5,296,14.0
,AStar,0.5,266,15.0
,AStar,0.5,21,1.0
,AStar,0.5,277,14.0
,AStar,0.5,87,12.0
,AStar,0.5,364,14.0
,AStar,0.5,324,14.0
,AStar,0.5,3,0.0
,AStar,0.5,3,0.0
,AStar,0.5,98,12.0
,AStar,0.5,319,13.0
,AStar,0.5,6,0.0
,AStar,0.5,297,13.0
,AStar,0.5,464,13.0
,AStar,0.5,61,11.0
,AStar,0.5,73,1.0
,AStar,0.5,100,12.0
,AStar,0.5,351,13.0
,AStar,0.5,15,0.0
,AStar,0.5,39,11.0
,AStar,0.5,331,15.0
,Instant Terminate,0.5,1,0.0
,Instant Terminate,0.5,1,0.0
,Instant Terminate,0.5,2,0.0
,Instant Terminate,0.5,2,0.0
,Instant Terminate,0.5,4,0.0
,Instant Terminate,0.5,5,0.0
,Instant Terminate,0.5,4,0.0
,Instant Terminate,0.5,3,0.0
,Instant Terminate,0.5,2,0.0
,Instant Terminate,0.5,14,0.0
,Instant Terminate,0.5,14,0.0
,Instant Terminate,0.5,1,0.0
,Instant Terminate,0.5,17,0.0
,Instant Terminate,0.5,14,0.0
,Instant Terminate,0.5,5,0.0
,Instant Terminate,0.5,2,0.0
,Instant Terminate,0.5,1,0.0
,Instant Terminate,0.5,55,11.0
,Instant Terminate,0.5,62,1.0
,Instant Terminate,0.5,5,0.0
,Instant Terminate,0.5,66,12.0
,Instant Terminate,0.5,49,1.0
,Instant Terminate,0.5,32,0.0
,Instant Terminate,0.5,25,0.0
,Instant Terminate,0.5,85,1.0
,Instant Terminate,0.5,13,0.0
,Instant Terminate,0.5,21,0.0
,Instant Terminate,0.5,35,1.0
,Instant Terminate,0.5,163,2.0
,Instant Terminate,0.5,31,11.0
,Instant Terminate,0.5,324,13.0
,Instant Terminate,0.5,73,1.0
,Random (No Terminate),1.0,5,0.0
,Random (No Terminate),1.0,25,11.0
,Random (No Terminate),1.0,29,1.0
,Random (No Terminate),1.0,94,13.0
,Random (No Terminate),1.0,98,12.0
,Random (No Terminate),1.0,103,3.0
,Random (No Terminate),1.0,46,11.0
,Random (No Terminate),1.0,149,13.0
,Random (No Terminate),1.0,138,3.0
,Random (No Terminate),1.0,177,15.0
,Random (No Terminate),1.0,173,15.0
,Random (No Terminate),1.0,153,4.0
,Random (No Terminate),1.0,92,2.0
,Random (No Terminate),1.0,86,12.0
,Random (No Terminate),1.0,60,1.0
,Random (No Terminate),1.0,37,11.0
,Random (No Terminate),1.0,47,1.0
,Random (No Terminate),1.0,27,11.0
,Random (No Terminate),1.0,101,12.0
,Random (No Terminate),1.0,60,12.0
,Random (No Terminate),1.0,118,13.0
,Random (No Terminate),1.0,154,14.0
,Random (No Terminate),1.0,111,12.0
,Random (No Terminate),1.0,114,13.0
,Random (No Terminate),1.0,208,15.0
,Random (No Terminate),1.0,180,15.0
,Random (No Terminate),1.0,76,12.0
,Random (No Terminate),1.0,95,2.0
,Random (No Terminate),1.0,184,15.0
,Random (No Terminate),1.0,201,15.0
,Random (No Terminate),1.0,168,13.0
,Random (No Terminate),1.0,123,13.0
,AStar,1.0,3,0.0
,AStar,1.0,29,1.0
,AStar,1.0,34,1.0
,AStar,1.0,35,11.0
,AStar,1.0,73,12.0
,AStar,1.0,55,11.0
,AStar,1.0,90,3.0
,AStar,1.0,27,11.0
,AStar,1.0,119,13.0
,AStar,1.0,58,2.0
,AStar,1.0,138,13.0
,AStar,1.0,138,14.0
,AStar,1.0,111,13.0
,AStar,1.0,45,2.0
,AStar,1.0,1,0.0
,AStar,1.0,51,12.0
,AStar,1.0,19,1.0
,AStar,1.0,100,2.0
,AStar,1.0,51,2.0
,AStar,1.0,157,4.0
,AStar,1.0,25,1.0
,AStar,1.0,59,2.0
