Run ID,Meta-level Policy,Pretrained Percentile,Number of Steps,Return
,Random (No Terminate),1.0,37,11.0
,Random (No Terminate),1.0,50,11.0
,Random (No Terminate),1.0,60,11.0
,Random (No Terminate),1.0,100,2.0
,Random (No Terminate),1.0,127,13.0
,AStar,1.0,7,0.0
