Meta-level Policy,gpus,pretrained_runs_folder,pretrained_run,max_tree_size,eval_steps_per_env,no_video,video_fps,video_steps,pretrained_percentile,expand_all_actions,finish_on_terminate,action_repeats,agent_name,collect_steps_per_iteration,discount,env,epsilon,epsilon_decay_steps,epsilon_schedule,eval_steps,experience_batch_size,final_epsilon,frame_stack,grayscale,initial_collect_steps,initial_epsilon,learning_rate,max_epochs,metrics,model_config,n_collect_envs,n_eval_envs,n_video_envs,name,optimiser_config,procgen_env_name,replay_buffer_capacity,run_dir,target_network_update_period,train_steps_per_epoch,video_seconds,pretrained_epoch,pretrained_return,pretrained_path,EvalRewrittenAverageReturn,EvalNumberOfEpisodes,EvalEnvironmentSteps,EvalAverageReturn,EvalAverageEpisodeLength,EvalTime,ObjectLevelMeanReward,ObjectLevelMeanStepsPerEpisode,ObjectLevelEpisodes,EvalFinalPolicyValue
Terminator,,sync/dqn,run-16823527592836354,20,10,False,1,10,0.25,True,True,4,categorical_dqn_agent,1,0.999,bigfish,0.1,250000,False,1000,64,0.1,0,False,500,1.0,0.00025,500,[],N/A,64,64,12,run,"{'amsgrad': False, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'learning_rate': 0.0002500000118743628, 'name': 'Adam'}",bigfish,1024,./runs/categorical_dqn_agent/run-16823527592836354,10000,20000,60,7,15.672922,sync/dqn/categorical_dqn_agent/run-16823527592836354/model_weights/sequential_best_7_15.672922,0.0,160,160,0.0,1.0,2.9568443298339844,0.0,10.0,2,
AStar,,sync/dqn,run-16823527592836354,20,10,False,1,10,0.25,True,True,4,categorical_dqn_agent,1,0.999,bigfish,0.1,250000,False,1000,64,0.1,0,False,500,1.0,0.00025,500,[],N/A,64,64,12,run,"{'amsgrad': False, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'learning_rate': 0.0002500000118743628, 'name': 'Adam'}",bigfish,1024,./runs/categorical_dqn_agent/run-16823527592836354,10000,20000,60,7,15.672922,sync/dqn/categorical_dqn_agent/run-16823527592836354/model_weights/sequential_best_7_15.672922,-0.09895125,32,160,0.17993222,4.0,3.40343976020813,0.0,0.0,0,16.92834147515399
Random,,sync/dqn,run-16823527592836354,20,10,False,1,10,0.25,True,True,4,categorical_dqn_agent,1,0.999,bigfish,0.1,250000,False,1000,64,0.1,0,False,500,1.0,0.00025,500,[],N/A,64,64,12,run,"{'amsgrad': False, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'learning_rate': 0.0002500000118743628, 'name': 'Adam'}",bigfish,1024,./runs/categorical_dqn_agent/run-16823527592836354,10000,20000,60,7,15.672922,sync/dqn/categorical_dqn_agent/run-16823527592836354/model_weights/sequential_best_7_15.672922,-0.14035816,104,160,0.06659902,1.4711539,3.9951655864715576,0.0,0.0,0,17.059651609220534
RandomNoTerminate,,sync/dqn,run-16823527592836354,20,10,False,1,10,0.25,True,True,4,categorical_dqn_agent,1,0.999,bigfish,0.1,250000,False,1000,64,0.1,0,False,500,1.0,0.00025,500,[],N/A,64,64,12,run,"{'amsgrad': False, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'learning_rate': 0.0002500000118743628, 'name': 'Adam'}",bigfish,1024,./runs/categorical_dqn_agent/run-16823527592836354,10000,20000,60,7,15.672922,sync/dqn/categorical_dqn_agent/run-16823527592836354/model_weights/sequential_best_7_15.672922,-0.14920527,97,166,-0.033559628,1.6494845,4.261321067810059,0.0,0.0,0,17.127619413693317
Terminator,,sync/dqn,run-16823527592836354,20,10,False,1,10,0.5,True,True,4,categorical_dqn_agent,1,0.999,bigfish,0.1,250000,False,1000,64,0.1,0,False,500,1.0,0.00025,500,[],N/A,64,64,12,run,"{'amsgrad': False, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'learning_rate': 0.0002500000118743628, 'name': 'Adam'}",bigfish,1024,./runs/categorical_dqn_agent/run-16823527592836354,10000,20000,60,21,21.514286,sync/dqn/categorical_dqn_agent/run-16823527592836354/model_weights/sequential_best_21_21.514286,0.0,160,160,0.0,1.0,2.9955251216888428,0.0,10.0,1,
AStar,,sync/dqn,run-16823527592836354,20,10,False,1,10,0.5,True,True,4,categorical_dqn_agent,1,0.999,bigfish,0.1,250000,False,1000,64,0.1,0,False,500,1.0,0.00025,500,[],N/A,64,64,12,run,"{'amsgrad': False, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'learning_rate': 0.0002500000118743628, 'name': 'Adam'}",bigfish,1024,./runs/categorical_dqn_agent/run-16823527592836354,10000,20000,60,21,21.514286,sync/dqn/categorical_dqn_agent/run-16823527592836354/model_weights/sequential_best_21_21.514286,-0.094015054,32,160,0.07873833,4.0,3.138441562652588,0.0,0.0,0,19.944159943008007
Random,,sync/dqn,run-16823527592836354,20,10,False,1,10,0.5,True,True,4,categorical_dqn_agent,1,0.999,bigfish,0.1,250000,False,1000,64,0.1,0,False,500,1.0,0.00025,500,[],N/A,64,64,12,run,"{'amsgrad': False, 'beta_1': 0.8999999761581421, 'beta_2': 0.9990000128746033, 'decay': 0.0, 'epsilon': 1e-07, 'learning_rate': 0.0002500000118743628, 'name': 'Adam'}",bigfish,1024,./runs/categorical_dqn_agent/run-16823527592836354,10000,20000,60,21,21.514286,sync/dqn/categorical_dqn_agent/run-16823527592836354/model_weights/sequential_best_21_21.514286,-0.14700724,98,162,0.12979744,1.5816326,4.082602024078369,0.0,0.0,0,20.207704979656295
