Run ID,Meta-level Policy,Pretrained Percentile,Number of Steps,Return
,Random (No Terminate),0.5,1,0.0
,Random (No Terminate),0.5,1,0.0
,Random (No Terminate),0.5,1,0.0
,Random (No Terminate),0.5,2,0.0
,Random (No Terminate),0.5,3,0.0
,Random (No Terminate),0.5,3,0.0
,Random (No Terminate),0.5,3,0.0
,Random (No Terminate),0.5,3,0.0
,Random (No Terminate),0.5,4,0.0
,Random (No Terminate),0.5,4,0.0
,Random (No Terminate),0.5,4,0.0
,Random (No Terminate),0.5,4,0.0
,Random (No Terminate),0.5,4,0.0
,Random (No Terminate),0.5,4,0.0
,Random (No Terminate),0.5,4,0.0
,Random (No Terminate),0.5,4,0.0
,Random (No Terminate),0.5,5,0.0
,Random (No Terminate),0.5,5,0.0
,Random (No Terminate),0.5,5,0.0
,Random (No Terminate),0.5,6,0.0
,Random (No Terminate),0.5,6,0.0
,Random (No Terminate),0.5,6,0.0
,Random (No Terminate),0.5,6,0.0
,Random (No Terminate),0.5,6,0.0
,Random (No Terminate),0.5,6,0.0
,Random (No Terminate),0.5,6,0.0
,Random (No Terminate),0.5,7,0.0
,Random (No Terminate),0.5,7,0.0
,Random (No Terminate),0.5,7,0.0
,Random (No Terminate),0.5,7,0.0
,Random (No Terminate),0.5,7,0.0
,Random (No Terminate),0.5,7,0.0
,Random (No Terminate),0.5,7,0.0
,Random (No Terminate),0.5,8,0.0
,Random (No Terminate),0.5,8,0.0
,Random (No Terminate),0.5,9,0.0
,Random (No Terminate),0.5,9,0.0
,Random (No Terminate),0.5,9,0.0
,Random (No Terminate),0.5,9,0.0
,Random (No Terminate),0.5,9,0.0
,Random (No Terminate),0.5,9,0.0
,Random (No Terminate),0.5,9,0.0
,Random (No Terminate),0.5,10,0.0
,Random (No Terminate),0.5,10,0.0
,Random (No Terminate),0.5,11,0.0
,Random (No Terminate),0.5,11,0.0
,Random (No Terminate),0.5,11,0.0
,Random (No Terminate),0.5,11,0.0
,Random (No Terminate),0.5,12,0.0
,Random (No Terminate),0.5,13,0.0
,Random (No Terminate),0.5,13,0.0
,Random (No Terminate),0.5,13,0.0
,Random (No Terminate),0.5,14,0.0
,Random (No Terminate),0.5,14,0.0
,Random (No Terminate),0.5,15,0.0
,Random (No Terminate),0.5,19,0.0
,Random (No Terminate),0.5,20,0.0
,Random (No Terminate),0.5,22,0.0
,Random (No Terminate),0.5,26,0.0
,Random (No Terminate),0.5,26,0.0
,Random (No Terminate),0.5,32,0.0
,Random (No Terminate),0.5,41,11.0
,Random (No Terminate),0.5,44,0.0
,Random (No Terminate),0.5,123,2.0
,AStar,0.5,1,0.0
,AStar,0.5,1,0.0
,AStar,0.5,2,0.0
,AStar,0.5,3,0.0
,AStar,0.5,3,0.0
,AStar,0.5,3,0.0
,AStar,0.5,4,0.0
,AStar,0.5,5,0.0
,AStar,0.5,2,0.0
,AStar,0.5,5,0.0
,AStar,0.5,5,0.0
,AStar,0.5,1,0.0
,AStar,0.5,6,0.0
,AStar,0.5,6,0.0
,AStar,0.5,6,0.0
,AStar,0.5,6,0.0
,AStar,0.5,6,0.0
,AStar,0.5,6,0.0
,AStar,0.5,6,0.0
,AStar,0.5,7,0.0
,AStar,0.5,7,0.0
,AStar,0.5,7,0.0
,AStar,0.5,6,0.0
,AStar,0.5,8,0.0
,AStar,0.5,8,0.0
,AStar,0.5,8,0.0
,AStar,0.5,4,0.0
,AStar,0.5,8,0.0
,AStar,0.5,8,0.0
,AStar,0.5,5,0.0
,AStar,0.5,8,0.0
,AStar,0.5,3,0.0
,AStar,0.5,1,0.0
,AStar,0.5,9,0.0
,AStar,0.5,7,0.0
,AStar,0.5,9,0.0
,AStar,0.5,9,0.0
,AStar,0.5,9,0.0
,AStar,0.5,9,0.0
,AStar,0.5,10,0.0
,AStar,0.5,10,0.0
,AStar,0.5,10,0.0
,AStar,0.5,6,0.0
,AStar,0.5,11,0.0
,AStar,0.5,11,0.0
,AStar,0.5,11,0.0
,AStar,0.5,11,0.0
,AStar,0.5,12,0.0
,AStar,0.5,12,0.0
,AStar,0.5,7,0.0
,AStar,0.5,4,0.0
,AStar,0.5,3,0.0
,AStar,0.5,13,0.0
,AStar,0.5,7,0.0
,AStar,0.5,13,0.0
,AStar,0.5,7,0.0
,AStar,0.5,7,0.0
,AStar,0.5,14,0.0
,AStar,0.5,8,0.0
,AStar,0.5,1,0.0
,AStar,0.5,1,0.0
,AStar,0.5,14,0.0
,AStar,0.5,7,0.0
,AStar,0.5,15,0.0
,AStar,0.5,15,0.0
,AStar,0.5,8,0.0
,AStar,0.5,16,0.0
,AStar,0.5,7,0.0
,AStar,0.5,7,0.0
,AStar,0.5,8,0.0
,AStar,0.5,7,0.0
,AStar,0.5,6,0.0
,AStar,0.5,2,0.0
,AStar,0.5,16,0.0
,AStar,0.5,17,0.0
,AStar,0.5,11,0.0
,AStar,0.5,8,0.0
,AStar,0.5,11,0.0
,AStar,0.5,18,0.0
,AStar,0.5,6,0.0
,AStar,0.5,18,0.0
,AStar,0.5,6,0.0
,AStar,0.5,1,0.0
,AStar,0.5,18,0.0
,AStar,0.5,18,0.0
,AStar,0.5,8,0.0
,AStar,0.5,1,0.0
,AStar,0.5,10,0.0
,AStar,0.5,19,0.0
,AStar,0.5,8,0.0
,AStar,0.5,7,0.0
,AStar,0.5,6,0.0
,AStar,0.5,21,0.0
,AStar,0.5,11,0.0
,AStar,0.5,6,0.0
,AStar,0.5,6,0.0
,AStar,0.5,8,0.0
,AStar,0.5,1,0.0
,AStar,0.5,11,0.0
,AStar,0.5,6,0.0
,AStar,0.5,3,0.0
,AStar,0.5,18,0.0
,AStar,0.5,6,0.0
,AStar,0.5,2,0.0
,AStar,0.5,6,0.0
,AStar,0.5,5,0.0
,AStar,0.5,24,0.0
,AStar,0.5,7,0.0
,AStar,0.5,6,0.0
,AStar,0.5,9,0.0
,AStar,0.5,9,0.0
,AStar,0.5,17,0.0
,AStar,0.5,5,0.0
,AStar,0.5,17,0.0
,AStar,0.5,10,0.0
,AStar,0.5,12,0.0
,AStar,0.5,8,0.0
,AStar,0.5,23,0.0
,AStar,0.5,16,0.0
,AStar,0.5,12,0.0
,AStar,0.5,20,0.0
,AStar,0.5,17,0.0
,AStar,0.5,26,0.0
,AStar,0.5,15,0.0
,AStar,0.5,8,0.0
,AStar,0.5,5,0.0
,AStar,0.5,4,0.0
,AStar,0.5,21,0.0
,AStar,0.5,9,0.0
,AStar,0.5,1,0.0
,AStar,0.5,8,0.0
,AStar,0.5,21,0.0
,AStar,0.5,1,0.0
,AStar,0.5,10,0.0
,AStar,0.5,7,0.0
,AStar,0.5,3,0.0
,AStar,0.5,21,0.0
,AStar,0.5,30,0.0
,AStar,0.5,15,0.0
,AStar,0.5,8,0.0
,AStar,0.5,7,0.0
,AStar,0.5,1,0.0
,AStar,0.5,5,0.0
,AStar,0.5,25,0.0
,AStar,0.5,14,0.0
,AStar,0.5,5,0.0
,AStar,0.5,7,0.0
,AStar,0.5,19,0.0
,AStar,0.5,10,0.0
,AStar,0.5,17,0.0
,AStar,0.5,15,0.0
,AStar,0.5,6,0.0
,AStar,0.5,32,0.0
,AStar,0.5,5,0.0
,AStar,0.5,12,0.0
,AStar,0.5,24,0.0
,AStar,0.5,25,0.0
,AStar,0.5,11,0.0
,AStar,0.5,17,0.0
,AStar,0.5,15,0.0
,AStar,0.5,34,0.0
,AStar,0.5,7,0.0
,AStar,0.5,12,0.0
,AStar,0.5,5,0.0
,AStar,0.5,4,0.0
,AStar,0.5,2,0.0
,AStar,0.5,3,0.0
,AStar,0.5,23,0.0
,AStar,0.5,3,0.0
,AStar,0.5,8,0.0
,AStar,0.5,8,0.0
,AStar,0.5,23,0.0
,AStar,0.5,8,0.0
,AStar,0.5,5,0.0
,AStar,0.5,7,0.0
,AStar,0.5,11,0.0
,AStar,0.5,4,0.0
,AStar,0.5,26,0.0
,AStar,0.5,5,0.0
,AStar,0.5,1,0.0
,AStar,0.5,8,0.0
,AStar,0.5,8,0.0
,AStar,0.5,17,0.0
,AStar,0.5,8,0.0
,AStar,0.5,15,0.0
,AStar,0.5,9,0.0
,AStar,0.5,2,0.0
,AStar,0.5,15,0.0
,AStar,0.5,6,0.0
,AStar,0.5,40,0.0
,AStar,0.5,41,0.0
,AStar,0.5,19,0.0
,AStar,0.5,9,0.0
,AStar,0.5,15,0.0
,AStar,0.5,8,0.0
,AStar,0.5,2,0.0
,AStar,0.5,9,0.0
,AStar,0.5,1,0.0
,AStar,0.5,7,0.0
,AStar,0.5,8,0.0
,AStar,0.5,18,0.0
,AStar,0.5,4,0.0
,AStar,0.5,5,0.0
,AStar,0.5,6,0.0
,AStar,0.5,6,0.0
,AStar,0.5,17,0.0
,AStar,0.5,12,0.0
,AStar,0.5,20,0.0
,AStar,0.5,5,0.0
,AStar,0.5,6,0.0
,AStar,0.5,1,0.0
,AStar,0.5,6,0.0
,AStar,0.5,21,0.0
,AStar,0.5,21,0.0
,AStar,0.5,19,0.0
,AStar,0.5,15,0.0
,AStar,0.5,14,0.0
,AStar,0.5,13,0.0
,AStar,0.5,2,0.0
,AStar,0.5,7,0.0
,AStar,0.5,13,0.0
,AStar,0.5,12,0.0
,AStar,0.5,20,0.0
,AStar,0.5,9,0.0
,AStar,0.5,3,0.0
,AStar,0.5,5,0.0
,AStar,0.5,8,0.0
,AStar,0.5,8,0.0
,AStar,0.5,16,0.0
,AStar,0.5,1,0.0
,AStar,0.5,6,0.0
,AStar,0.5,5,0.0
,AStar,0.5,13,0.0
,AStar,0.5,15,0.0
,AStar,0.5,12,0.0
,AStar,0.5,18,0.0
,AStar,0.5,8,0.0
,AStar,0.5,5,0.0
,AStar,0.5,2,0.0
,AStar,0.5,7,0.0
,AStar,0.5,6,0.0
,AStar,0.5,6,0.0
,AStar,0.5,7,0.0
,AStar,0.5,51,0.0
,AStar,0.5,10,0.0
,AStar,0.5,12,0.0
,AStar,0.5,2,0.0
,AStar,0.5,7,0.0
,AStar,0.5,53,1.0
,AStar,0.5,7,0.0
,AStar,0.5,2,0.0
,AStar,0.5,13,0.0
,AStar,0.5,4,0.0
,AStar,0.5,11,0.0
,AStar,0.5,5,0.0
,AStar,0.5,8,0.0
,AStar,0.5,9,0.0
,AStar,0.5,6,0.0
,AStar,0.5,13,0.0
,AStar,0.5,21,0.0
,AStar,0.5,13,0.0
,AStar,0.5,8,0.0
,AStar,0.5,11,0.0
,AStar,0.5,6,0.0
,AStar,0.5,25,0.0
,AStar,0.5,12,0.0
,AStar,0.5,7,0.0
,AStar,0.5,1,0.0
,AStar,0.5,42,0.0
,AStar,0.5,2,0.0
,AStar,0.5,7,0.0
,AStar,0.5,10,0.0
,AStar,0.5,11,0.0
,AStar,0.5,8,0.0
,AStar,0.5,3,0.0
,AStar,0.5,8,0.0
,AStar,0.5,10,0.0
,AStar,0.5,7,0.0
,AStar,0.5,8,0.0
,AStar,0.5,7,0.0
,AStar,0.5,15,0.0
,AStar,0.5,11,0.0
,AStar,0.5,6,0.0
,AStar,0.5,6,0.0
,AStar,0.5,37,1.0
,AStar,0.5,11,0.0
,AStar,0.5,8,0.0
,AStar,0.5,10,0.0
,AStar,0.5,8,0.0
,AStar,0.5,17,0.0
,AStar,0.5,15,0.0
,AStar,0.5,4,0.0
,AStar,0.5,14,0.0
,AStar,0.5,14,0.0
,AStar,0.5,5,0.0
,AStar,0.5,7,0.0
,AStar,0.5,34,11.0
,AStar,0.5,34,0.0
,AStar,0.5,33,0.0
,AStar,0.5,5,0.0
,AStar,0.5,8,0.0
,AStar,0.5,5,0.0
