index,Run ID,Meta-level Policy,Pretrained Percentile,Number of Steps,Return,gpus,pretrained_runs_folder,pretrained_run,max_tree_size,n_envs,n_episodes,max_steps,no_video,video_fps,video_steps,Normalized Return,Environment,compute_meta_rewards,create_videos,render_plans,env,wandb_version,eval_interval,num_iterations,eval_steps,policy_save_interval,collect_steps,summary_interval,train_num_steps,train_batch_size,env_batch_size,num_learn_samples,root_dir,n_collect_envs,n_eval_envs,n_video_envs,expand_all_actions,meta_discount,meta_time_limit,seed,computational_rewards,max_cost_of_computation,finish_on_terminate,min_train_computation_steps,no_rewrite_rewards,ablate_state_tokenise,ablate_struc_tokenise,object_discount,agent,transformer_d_model,transformer_n_layers,transformer_n_heads,n_lstm_layers,pretrained_percentile,object_level_config,_wandb,min_computation_steps,create_intermediate_search_policies,action_repeats,agent_name,collect_steps_per_iteration,discount,epsilon,epsilon_decay_steps,epsilon_schedule,experience_batch_size,final_epsilon,frame_stack,grayscale,initial_collect_steps,initial_epsilon,learning_rate,max_epochs,metrics,model_config,name,optimiser_config,procgen_env_name,replay_buffer_capacity,run_dir,target_network_update_period,train_steps_per_epoch,video_seconds,pretrained_epoch,pretrained_return,pretrained_path,return,steps,n_computations,total_computational_cost,percentiles,baselines
63,,$\hat{Q}^*$,1.0,10.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64,,$\hat{Q}^*$,1.0,10.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,,$\hat{Q}^*$,1.0,10.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66,,$\hat{Q}^*$,1.0,10.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67,,$\hat{Q}^*$,1.0,10.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
68,,$\hat{Q}^*$,1.0,10.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
69,,$\hat{Q}^*$,1.0,10.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
70,,$\hat{Q}^*$,1.0,10.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,,$\hat{Q}^*$,1.0,10.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72,,$\hat{Q}^*$,1.0,10.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
73,,$\hat{Q}^*$,1.0,6.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,,$\hat{Q}^*$,1.0,11.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
75,,$\hat{Q}^*$,1.0,11.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,,$\hat{Q}^*$,1.0,11.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77,,$\hat{Q}^*$,1.0,11.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,,$\hat{Q}^*$,1.0,6.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
79,,$\hat{Q}^*$,1.0,6.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,,$\hat{Q}^*$,1.0,12.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,,$\hat{Q}^*$,1.0,6.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,,$\hat{Q}^*$,1.0,7.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,,$\hat{Q}^*$,1.0,6.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,,$\hat{Q}^*$,1.0,12.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,,$\hat{Q}^*$,1.0,12.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,,$\hat{Q}^*$,1.0,6.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,,$\hat{Q}^*$,1.0,12.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,,$\hat{Q}^*$,1.0,12.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,,$\hat{Q}^*$,1.0,12.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,$\hat{Q}^*$,1.0,6.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,,$\hat{Q}^*$,1.0,12.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,$\hat{Q}^*$,1.0,6.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,$\hat{Q}^*$,1.0,6.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,,$\hat{Q}^*$,1.0,13.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,,$\hat{Q}^*$,1.0,13.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,,$\hat{Q}^*$,1.0,13.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,,$\hat{Q}^*$,1.0,13.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,,$\hat{Q}^*$,1.0,6.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,,$\hat{Q}^*$,1.0,13.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,,$\hat{Q}^*$,1.0,6.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,,$\hat{Q}^*$,1.0,6.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,,$\hat{Q}^*$,1.0,8.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,,$\hat{Q}^*$,1.0,7.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,,$\hat{Q}^*$,1.0,14.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,,$\hat{Q}^*$,1.0,7.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,,$\hat{Q}^*$,1.0,8.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,,$\hat{Q}^*$,1.0,14.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,,$\hat{Q}^*$,1.0,6.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,,$\hat{Q}^*$,1.0,6.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,,$\hat{Q}^*$,1.0,8.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,,$\hat{Q}^*$,1.0,14.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,,$\hat{Q}^*$,1.0,15.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,,$\hat{Q}^*$,1.0,8.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,,$\hat{Q}^*$,1.0,15.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,,$\hat{Q}^*$,1.0,9.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,,$\hat{Q}^*$,1.0,8.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,,$\hat{Q}^*$,1.0,6.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,,$\hat{Q}^*$,1.0,9.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,,$\hat{Q}^*$,1.0,6.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,,$\hat{Q}^*$,1.0,15.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,,$\hat{Q}^*$,1.0,15.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,,$\hat{Q}^*$,1.0,15.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,,$\hat{Q}^*$,1.0,7.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,,$\hat{Q}^*$,1.0,15.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,,$\hat{Q}^*$,1.0,9.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,,$\hat{Q}^*$,1.0,16.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,,$\hat{Q}^*$,1.0,9.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,,$\hat{Q}^*$,1.0,16.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,,$\hat{Q}^*$,1.0,6.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,,$\hat{Q}^*$,1.0,6.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,,$\hat{Q}^*$,1.0,9.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,,$\hat{Q}^*$,1.0,10.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,$\hat{Q}^*$,1.0,17.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,,$\hat{Q}^*$,1.0,17.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,,$\hat{Q}^*$,1.0,10.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,,$\hat{Q}^*$,1.0,7.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,,$\hat{Q}^*$,1.0,6.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,,$\hat{Q}^*$,1.0,11.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,,$\hat{Q}^*$,1.0,7.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,,$\hat{Q}^*$,1.0,17.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,,$\hat{Q}^*$,1.0,8.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,,$\hat{Q}^*$,1.0,10.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,,$\hat{Q}^*$,1.0,11.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,,$\hat{Q}^*$,1.0,6.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,,$\hat{Q}^*$,1.0,6.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,,$\hat{Q}^*$,1.0,12.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,,$\hat{Q}^*$,1.0,5.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,,$\hat{Q}^*$,1.0,6.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,,$\hat{Q}^*$,1.0,6.0,0.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,0.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,,$\hat{Q}^*$,1.0,7.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,,$\hat{Q}^*$,1.0,10.0,10.0,,runs,run-16838619373401126,64,128.0,512.0,100.0,,1.0,120.0,1.0,CoinRun,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
