Run ID,Meta-level Policy,Pretrained Percentile,Number of Steps,Return
,AStar,1.0,94,2.0
,AStar,1.0,58,2.0
,AStar,1.0,37,1.0
,AStar,1.0,65,1.0
,AStar,1.0,80,1.0
,AStar,1.0,51,2.0
,AStar,1.0,72,1.0
,AStar,1.0,72,-1.0
,AStar,1.0,94,1.0
,AStar,1.0,65,2.0
,AStar,1.0,37,1.0
,AStar,1.0,94,2.0
,AStar,1.0,58,2.0
,AStar,1.0,195,1.0
,AStar,1.0,152,1.0
,AStar,1.0,80,2.0
,AStar,1.0,223,3.0
,AStar,1.0,72,3.0
,AStar,1.0,51,0.0
,AStar,1.0,130,3.0
,AStar,1.0,152,5.0
,AStar,1.0,152,3.0
,AStar,1.0,72,0.0
,AStar,1.0,137,1.0
,AStar,1.0,51,3.0
,AStar,1.0,238,2.0
,AStar,1.0,94,3.0
,AStar,1.0,87,2.0
,AStar,1.0,87,1.0
,AStar,1.0,144,0.0
,AStar,1.0,173,3.0
,AStar,1.0,144,2.0
,AStar,1.0,144,-6.0
,AStar,1.0,101,3.0
,AStar,1.0,87,0.0
,AStar,1.0,80,1.0
