Run ID,Meta-level Policy,Pretrained Percentile,Number of Steps,Return
,AStar,1.0,12,0.0
,AStar,1.0,34,0.0
,AStar,1.0,6,0.0
,AStar,1.0,11,0.0
,AStar,1.0,64,0.0
,AStar,1.0,17,0.0
,AStar,1.0,62,0.0
,AStar,1.0,7,0.0
,AStar,1.0,42,0.0
,AStar,1.0,8,0.0
,AStar,1.0,19,0.0
,AStar,1.0,22,0.0
,AStar,1.0,55,0.0
,AStar,1.0,30,0.0
,AStar,1.0,60,0.0
,AStar,1.0,8,0.0
,AStar,1.0,8,0.0
,AStar,1.0,25,0.0
,AStar,1.0,85,0.0
,AStar,1.0,8,0.0
,AStar,1.0,7,0.0
,AStar,1.0,86,0.0
,AStar,1.0,90,0.0
,AStar,1.0,69,0.0
,AStar,1.0,27,0.0
,AStar,1.0,101,0.0
,AStar,1.0,8,0.0
,AStar,1.0,26,0.0
,AStar,1.0,54,0.0
,AStar,1.0,23,0.0
,AStar,1.0,29,0.0
,AStar,1.0,10,0.0
,AStar,1.0,53,0.0
,AStar,1.0,23,0.0
,AStar,1.0,8,0.0
,AStar,1.0,27,0.0
,AStar,1.0,78,0.0
,AStar,1.0,130,0.0
,AStar,1.0,144,0.0
,AStar,1.0,71,0.0
,AStar,1.0,14,0.0
,AStar,1.0,154,0.0
,AStar,1.0,85,0.0
,AStar,1.0,58,0.0
,AStar,1.0,26,0.0
,AStar,1.0,92,0.0
,AStar,1.0,20,0.0
,AStar,1.0,8,0.0
,AStar,1.0,21,0.0
,AStar,1.0,8,0.0
,AStar,1.0,27,0.0
,AStar,1.0,12,0.0
,AStar,1.0,20,0.0
,AStar,1.0,132,0.0
,AStar,1.0,11,0.0
,AStar,1.0,15,0.0
,AStar,1.0,8,0.0
,AStar,1.0,187,0.0
,AStar,1.0,8,0.0
,AStar,1.0,40,0.0
,AStar,1.0,21,0.0
,AStar,1.0,90,0.0
,AStar,1.0,119,0.0
,AStar,1.0,17,0.0
,AStar,1.0,11,0.0
,AStar,1.0,197,0.0
,AStar,1.0,119,0.0
,AStar,1.0,36,0.0
,AStar,1.0,12,0.0
,AStar,1.0,126,0.0
,AStar,1.0,51,0.0
,AStar,1.0,8,0.0
,AStar,1.0,14,0.0
,AStar,1.0,15,0.0
,AStar,1.0,18,0.0
,AStar,1.0,97,0.0
,AStar,1.0,13,0.0
,AStar,1.0,9,0.0
,AStar,1.0,20,0.0
,AStar,1.0,8,0.0
,AStar,1.0,89,0.0
,AStar,1.0,30,0.0
,AStar,1.0,13,0.0
,AStar,1.0,33,0.0
,AStar,1.0,16,0.0
,AStar,1.0,8,0.0
,AStar,1.0,19,0.0
,AStar,1.0,20,0.0
,AStar,1.0,133,0.0
,AStar,1.0,172,0.0
,AStar,1.0,96,0.0
,AStar,1.0,209,0.0
,AStar,1.0,189,0.0
,AStar,1.0,40,0.0
,AStar,1.0,90,0.0
,AStar,1.0,9,0.0
,AStar,1.0,11,0.0
,AStar,1.0,8,0.0
,AStar,1.0,8,0.0
,AStar,1.0,8,0.0
,AStar,1.0,15,0.0
,AStar,1.0,9,0.0
,AStar,1.0,12,0.0
,AStar,1.0,14,0.0
,AStar,1.0,7,0.0
,AStar,1.0,8,0.0
,AStar,1.0,212,0.0
,AStar,1.0,68,0.0
,AStar,1.0,7,0.0
,AStar,1.0,24,0.0
,AStar,1.0,35,0.0
,AStar,1.0,244,0.0
,AStar,1.0,12,0.0
,AStar,1.0,8,0.0
,AStar,1.0,24,0.0
,AStar,1.0,75,0.0
,AStar,1.0,62,0.0
,AStar,1.0,8,0.0
,AStar,1.0,22,0.0
,AStar,1.0,19,0.0
,AStar,1.0,8,0.0
,AStar,1.0,92,0.0
,AStar,1.0,18,0.0
,AStar,1.0,8,0.0
,AStar,1.0,8,0.0
,AStar,1.0,8,0.0
,AStar,1.0,159,0.0
,AStar,1.0,134,0.0
,AStar,1.0,7,0.0
,AStar,1.0,56,0.0
,AStar,1.0,36,0.0
,AStar,1.0,19,0.0
,AStar,1.0,13,0.0
,AStar,1.0,126,0.0
,AStar,1.0,27,0.0
,AStar,1.0,9,0.0
,AStar,1.0,40,0.0
,AStar,1.0,23,0.0
,AStar,1.0,163,0.0
,AStar,1.0,8,0.0
,AStar,1.0,109,0.0
,AStar,1.0,14,0.0
,AStar,1.0,38,0.0
,AStar,1.0,17,0.0
,AStar,1.0,8,0.0
,AStar,1.0,78,0.0
,AStar,1.0,17,0.0
,AStar,1.0,9,0.0
,AStar,1.0,58,0.0
,AStar,1.0,364,0.0
,AStar,1.0,25,0.0
,AStar,1.0,11,0.0
,AStar,1.0,21,0.0
,AStar,1.0,343,0.0
,AStar,1.0,14,0.0
,AStar,1.0,12,0.0
,AStar,1.0,9,0.0
,AStar,1.0,12,0.0
,AStar,1.0,29,0.0
,AStar,1.0,7,0.0
,AStar,1.0,17,0.0
,AStar,1.0,25,0.0
,AStar,1.0,158,0.0
,AStar,1.0,150,0.0
,AStar,1.0,10,0.0
,AStar,1.0,7,0.0
,AStar,1.0,41,0.0
,AStar,1.0,22,0.0
,AStar,1.0,52,0.0
,AStar,1.0,23,0.0
,AStar,1.0,24,0.0
,AStar,1.0,122,0.0
,AStar,1.0,20,0.0
,AStar,1.0,411,0.0
,Instant Terminate,1.0,1,0.0
,Instant Terminate,1.0,1,0.0
,Instant Terminate,1.0,1,0.0
,Instant Terminate,1.0,1,0.0
,Instant Terminate,1.0,1,0.0
,Instant Terminate,1.0,2,0.0
,Instant Terminate,1.0,2,0.0
,Instant Terminate,1.0,2,0.0
,Instant Terminate,1.0,2,0.0
,Instant Terminate,1.0,20,0.0
,Instant Terminate,1.0,21,1.0
,Instant Terminate,1.0,21,0.0
,Instant Terminate,1.0,26,1.0
,Instant Terminate,1.0,28,1.0
,Instant Terminate,1.0,32,1.0
,Instant Terminate,1.0,34,1.0
,Instant Terminate,1.0,34,1.0
,Instant Terminate,1.0,38,1.0
,Instant Terminate,1.0,39,11.0
,Instant Terminate,1.0,53,1.0
,Instant Terminate,1.0,53,1.0
,Instant Terminate,1.0,59,12.0
,Instant Terminate,1.0,65,2.0
,Instant Terminate,1.0,66,12.0
,Instant Terminate,1.0,77,12.0
,Instant Terminate,1.0,80,2.0
,Instant Terminate,1.0,89,2.0
,Instant Terminate,1.0,101,12.0
,Instant Terminate,1.0,107,3.0
,Instant Terminate,1.0,113,2.0
,Instant Terminate,1.0,121,14.0
,Instant Terminate,1.0,125,3.0
