Run ID,Meta-level Policy,Pretrained Percentile,Number of Steps,Return
,Random (No Terminate),1.0,44,2.0
,Random (No Terminate),1.0,58,0.0
,Random (No Terminate),1.0,58,1.0
,Random (No Terminate),1.0,58,1.0
,Random (No Terminate),1.0,65,2.0
,Random (No Terminate),1.0,65,0.0
,Random (No Terminate),1.0,65,0.0
,Random (No Terminate),1.0,65,1.0
,Random (No Terminate),1.0,72,1.0
,Random (No Terminate),1.0,80,1.0
,Random (No Terminate),1.0,87,1.0
,Random (No Terminate),1.0,87,2.0
,Random (No Terminate),1.0,101,1.0
,Random (No Terminate),1.0,116,2.0
,Random (No Terminate),1.0,116,5.0
,Random (No Terminate),1.0,123,5.0
,Random (No Terminate),1.0,144,3.0
,Random (No Terminate),1.0,159,5.0
,Random (No Terminate),1.0,166,3.0
,Random (No Terminate),1.0,166,3.0
,AStar,1.0,51,-4.0
,AStar,1.0,51,0.0
,AStar,1.0,58,0.0
,AStar,1.0,65,1.0
,AStar,1.0,65,1.0
,AStar,1.0,65,1.0
,AStar,1.0,65,0.0
,AStar,1.0,65,0.0
,AStar,1.0,72,2.0
,AStar,1.0,72,0.0
,AStar,1.0,80,-4.0
,AStar,1.0,80,1.0
,AStar,1.0,87,2.0
,AStar,1.0,87,-3.0
,AStar,1.0,94,1.0
,AStar,1.0,94,3.0
,AStar,1.0,94,0.0
,AStar,1.0,108,2.0
,AStar,1.0,51,2.0
,AStar,1.0,72,1.0
,AStar,1.0,37,-4.0
,AStar,1.0,72,3.0
,AStar,1.0,65,0.0
,AStar,1.0,72,2.0
,AStar,1.0,65,0.0
,AStar,1.0,72,0.0
,AStar,1.0,65,0.0
,AStar,1.0,94,1.0
,AStar,1.0,159,1.0
,AStar,1.0,58,2.0
,AStar,1.0,123,0.0
,AStar,1.0,80,0.0
,AStar,1.0,80,1.0
,AStar,1.0,94,2.0
,AStar,1.0,101,-1.0
,AStar,1.0,72,1.0
,AStar,1.0,80,0.0
,AStar,1.0,130,0.0
,AStar,1.0,87,0.0
,AStar,1.0,80,4.0
,AStar,1.0,58,1.0
,AStar,1.0,80,1.0
,AStar,1.0,87,0.0
,AStar,1.0,223,-2.0
,Instant Terminate,1.0,44,0.0
,Instant Terminate,1.0,51,0.0
,Instant Terminate,1.0,58,0.0
,Instant Terminate,1.0,65,1.0
,Instant Terminate,1.0,65,1.0
,Instant Terminate,1.0,72,0.0
,Instant Terminate,1.0,72,0.0
,Instant Terminate,1.0,72,0.0
,Instant Terminate,1.0,80,0.0
,Instant Terminate,1.0,80,1.0
,Instant Terminate,1.0,87,-4.0
,Instant Terminate,1.0,87,0.0
,Instant Terminate,1.0,87,-8.0
,Instant Terminate,1.0,87,0.0
,Instant Terminate,1.0,94,0.0
,Instant Terminate,1.0,94,-3.0
,Instant Terminate,1.0,94,-8.0
,Instant Terminate,1.0,101,1.0
,Instant Terminate,1.0,144,1.0
,Instant Terminate,1.0,159,0.0
