         6480212 function calls (6193349 primitive calls) in 49.846 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.050    0.005 <decorator-gen-1171>:1(__init__)
    20/10    0.001    0.000    0.050    0.005 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:333(wrapped_init)
      138    0.004    0.000    0.049    0.000 /tf/mlrl/meta/tree_policy.py:24(get_action_index)
    10446    0.049    0.000    0.049    0.000 {built-in method tensorflow.python.util._pywrap_utils.Flatten}
      148    0.001    0.000    0.048    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2483(_cast_single_input)
       10    0.001    0.000    0.048    0.005 /usr/local/lib/python3.8/dist-packages/tf_agents/distributions/masked.py:34(__init__)
     3188    0.031    0.000    0.047    0.000 /usr/lib/python3.8/abc.py:96(__instancecheck__)
     1036    0.007    0.000    0.047    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:3380(_in_functional_construction_mode)
      326    0.005    0.000    0.045    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/execute.py:227(args_to_matching_eager)
      916    0.010    0.000    0.045    0.000 <__array_function__ internals>:177(sum)
      178    0.001    0.000    0.045    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:1981(cast)
       10    0.010    0.001    0.045    0.005 /tf/mlrl/meta/meta_policies/random_policy.py:21(mask_token_splitter_no_terminate)
    20139    0.044    0.000    0.044    0.000 {method 'values' of 'dict' objects}
      148    0.001    0.000    0.043    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:3829(softmax_v2)
      148    0.002    0.000    0.042    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:3743(_wrap_2d_function)
    18334    0.041    0.000    0.041    0.000 /tf/mlrl/meta/search_tree.py:320(get_id)
    18066    0.039    0.000    0.039    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1312(graph)
     5820    0.028    0.000    0.039    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1129(dtype)
      464    0.003    0.000    0.037    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:888(__getitem__)
       20    0.000    0.000    0.036    0.002 <decorator-gen-793>:1(concat)
       20    0.000    0.000    0.036    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:281(map_fn_over_parameters_with_event_ndims)
    17192    0.035    0.000    0.035    0.000 /usr/lib/python3.8/copy.py:182(_deepcopy_atomic)
    18932    0.035    0.000    0.035    0.000 /tf/mlrl/meta/search_tree.py:364(get_state)
       10    0.000    0.000    0.034    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:985(_batch_shape_tensor)
       10    0.000    0.000    0.034    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:78(inferred_batch_shape_tensor)
  410/250    0.003    0.000    0.034    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/autotrackable.py:58(__setattr__)
      824    0.008    0.000    0.034    0.000 /tf/mlrl/meta/search_tree.py:409(__init__)
    17832    0.033    0.000    0.033    0.000 /tf/mlrl/meta/search_tree.py:326(is_root)
    17192    0.032    0.000    0.032    0.000 /tf/mlrl/meta/search_tree.py:367(get_action)
      158    0.002    0.000    0.032    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:242(new)
    17878    0.032    0.000    0.032    0.000 /tf/mlrl/meta/search_tree.py:459(<lambda>)
      138    0.030    0.000    0.032    0.000 {method 'choice' of 'numpy.random.mtrand.RandomState' objects}
  470/230    0.003    0.000    0.031    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:132(sticky_attribute_assignment)
     2464    0.022    0.000    0.031    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_conversion_registry.py:112(get)
     1036    0.010    0.000    0.030    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2477(_should_cast_single_input)
      158    0.030    0.000    0.030    0.000 {built-in method _cffi_backend.newp}
      916    0.006    0.000    0.029    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:2160(sum)
   220/70    0.003    0.000    0.029    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:611(_packed_nest_with_indices)
       30    0.000    0.000    0.029    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1353(map_structure_up_to)
       30    0.001    0.000    0.029    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1434(map_structure_with_tuple_paths_up_to)
     1036    0.010    0.000    0.029    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2611(_get_input_masks)
     5246    0.028    0.000    0.028    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:175(__eq__)
     2072    0.022    0.000    0.028    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6947(_restore_name_scope)
     1480    0.013    0.000    0.027    0.000 /usr/lib/python3.8/inspect.py:2489(__init__)
      592    0.003    0.000    0.027    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_nn_ops.py:10502(relu)
       30    0.000    0.000    0.026    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1527(<listcomp>)
       30    0.000    0.000    0.025    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1429(<lambda>)
     3700    0.025    0.000    0.025    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNested}
       50    0.006    0.000    0.025    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/shape_base.py:420(<listcomp>)
      148    0.001    0.000    0.024    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_nn_ops.py:10909(softmax)
      148    0.001    0.000    0.024    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1759(_mul_dispatch)
  470/270    0.003    0.000    0.024    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:94(wrap_or_unwrap)
      138    0.002    0.000    0.023    0.000 /tf/mlrl/meta/meta_env.py:43(__call__)
       10    0.000    0.000    0.023    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:119(get_batch_shape_tensor_part)
      936    0.010    0.000    0.023    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
     1836    0.016    0.000    0.022    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:188(__ne__)
     4241    0.022    0.000    0.022    0.000 {built-in method numpy.asanyarray}
     1036    0.005    0.000    0.022    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer_utils.py:478(enter)
     2780    0.022    0.000    0.022    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:995(device_name)
      552    0.002    0.000    0.021    0.000 /usr/local/lib/python3.8/dist-packages/gym3/wrapper.py:22(get_info)
       10    0.000    0.000    0.021    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:2018(_set_sample_static_shape)
      148    0.001    0.000    0.021    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:846(<listcomp>)
     9441    0.020    0.000    0.020    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:178(__exit__)
      444    0.013    0.000    0.020    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:66(assert_same_structure)
       10    0.000    0.000    0.020    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:796(__init__)
      296    0.004    0.000    0.020    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2573(_set_mask_metadata)
     1036    0.009    0.000    0.020    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:229(__init__)
     9126    0.020    0.000    0.020    0.000 {method 'items' of 'dict' objects}
     1036    0.011    0.000    0.019    0.000 /usr/lib/python3.8/contextlib.py:458(_push_cm_exit)
     2584    0.010    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:271(_maybe_copy_ndarray)
      220    0.003    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:185(_sequence_like)
     3040    0.009    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:912(<genexpr>)
      296    0.001    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:383(<listcomp>)
      552    0.007    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:363(get_info)
   230/50    0.001    0.000    0.018    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/_utils.py:59(wrap)
     9950    0.018    0.000    0.018    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:265(value)
     1977    0.018    0.000    0.018    0.000 {method 'reduce' of 'numpy.ufunc' objects}
  844/824    0.004    0.000    0.018    0.000 {built-in method builtins.next}
       10    0.000    0.000    0.018    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:175(_truncate_shape_tensor)
      148    0.011    0.000    0.018    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:480(multiply)
       10    0.000    0.000    0.017    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:2012(_expand_sample_shape_to_vector)
     9441    0.017    0.000    0.017    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:172(__init__)
     1036    0.017    0.000    0.017    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer_utils.py:540(__init__)
      148    0.001    0.000    0.017    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:2248(reduce_sum)
     9441    0.017    0.000    0.017    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:175(__enter__)
      650    0.003    0.000    0.017    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:894(_check_index)
     1036    0.006    0.000    0.016    0.000 /usr/lib/python3.8/inspect.py:1520(currentframe)
     1036    0.006    0.000    0.016    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:3089(_split_out_first_arg)
       10    0.000    0.000    0.016    0.002 <decorator-gen-937>:1(__init__)
      148    0.004    0.000    0.016    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:2315(reduce_sum_with_dims)
       10    0.000    0.000    0.016    0.002 <decorator-gen-863>:1(reduce_prod)
     3188    0.011    0.000    0.015    0.000 {built-in method _abc._abc_instancecheck}
     1036    0.013    0.000    0.015    0.000 /usr/local/lib/python3.8/dist-packages/keras/mixed_precision/autocast_variable.py:543(__enter__)
       10    0.000    0.000    0.015    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/categorical.py:152(__init__)
       10    0.000    0.000    0.015    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:3078(zeros_like_v2)
       10    0.000    0.000    0.015    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:2971(wrapped)
       10    0.000    0.000    0.015    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:3124(zeros_like_impl)
      918    0.007    0.000    0.015    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:271(is_compatible_with)
     3108    0.011    0.000    0.015    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:3384(<genexpr>)
     1036    0.012    0.000    0.015    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2332(_set_training_mode)
    90/80    0.001    0.000    0.015    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:139(_convert_to_tensor)
     4016    0.014    0.000    0.014    0.000 {built-in method time.time}
      296    0.005    0.000    0.014    0.000 /usr/lib/python3.8/inspect.py:2772(__init__)
     1076    0.008    0.000    0.014    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:860(ndims)
     2072    0.012    0.000    0.014    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:951(<genexpr>)
      148    0.001    0.000    0.014    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1269(get_shape)
       10    0.001    0.000    0.013    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:808(<dictcomp>)
       10    0.000    0.000    0.013    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_array_ops.py:12721(zeros_like)
     2082    0.009    0.000    0.013    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6905(__init__)
       20    0.000    0.000    0.013    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/numpy_array.py:152(_concat)
     4016    0.013    0.000    0.013    0.000 /tmp/ipykernel_21839/1781336316.py:21(__init__)
      552    0.004    0.000    0.013    0.000 /usr/local/lib/python3.8/dist-packages/gym3/types.py:163(multimap)
       20    0.000    0.000    0.012    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/numpy_array.py:125(_args_to_matching_arrays)
      296    0.002    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2621(<listcomp>)
     1041    0.010    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/_methods.py:66(_count_reduce_items)
     4144    0.012    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:990(scope_name)
       10    0.001    0.000    0.012    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:568(__init__)
      650    0.012    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6706(<genexpr>)
      150    0.012    0.000    0.012    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsTypeSpec}
       10    0.000    0.000    0.011    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:150(_set_sample_static_shape_for_tensor)
     1041    0.011    0.000    0.011    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:3351(_mean_dispatcher)
       50    0.000    0.000    0.011    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:213(_default_convert_to_tensor)
     5988    0.011    0.000    0.011    0.000 {method '_datatype_enum' of 'tensorflow.python.framework.ops.EagerTensor' objects}
       10    0.000    0.000    0.011    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1214(<lambda>)
      592    0.002    0.000    0.011    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2584(<genexpr>)
     1282    0.010    0.000    0.010    0.000 {method 'astype' of 'numpy.ndarray' objects}
      296    0.009    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/resource_variable_ops.py:556(<listcomp>)
      100    0.001    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:907(_track_value)
      148    0.001    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:11203(_sum)
       10    0.001    0.000    0.010    0.001 /tf/mlrl/utils/procgen_gym3_wrapper.py:128(_create_time_step)
      148    0.002    0.000    0.010    0.000 {method 'extendleft' of 'collections.deque' objects}
  520/480    0.003    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:817(__getattribute__)
     1036    0.007    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer_utils.py:434(call_context)
     4522    0.009    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1575(<genexpr>)
     4016    0.009    0.000    0.009    0.000 /tmp/ipykernel_21839/1781336316.py:29(get_state)
      592    0.004    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:193(unwrap)
     1480    0.006    0.000    0.009    0.000 /usr/lib/python3.8/enum.py:313(__call__)
     1776    0.006    0.000    0.009    0.000 /usr/lib/python3.8/inspect.py:2821(<genexpr>)
    70/50    0.001    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:248(_default_convert_to_tensor_with_dtype)
     2172    0.009    0.000    0.009    0.000 {built-in method builtins.callable}
      148    0.002    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/networks/utils.py:67(flatten)
       30    0.001    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/base.py:927(_track_trackable)
      888    0.006    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:185(_get_sequence)
     4586    0.009    0.000    0.009    0.000 {built-in method builtins.issubclass}
      530    0.003    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:255(_yield_value)
      148    0.002    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/networks/utils.py:97(unflatten)
       10    0.000    0.000    0.009    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:538(_convert_tensorshape_to_tensor)
     4154    0.008    0.000    0.008    0.000 /tf/mlrl/meta/search_tree.py:173(depth)
      168    0.002    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/execute.py:29(quick_execute)
     1206    0.005    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:63(base_dtype)
        3    0.000    0.000    0.008    0.003 /usr/local/lib/python3.8/dist-packages/cffi/api.py:911(__getattr__)
        3    0.000    0.000    0.008    0.003 /usr/local/lib/python3.8/dist-packages/cffi/api.py:900(make_accessor)
      296    0.004    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:178(prune_extra_keys)
       10    0.000    0.000    0.008    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/random_ops.py:500(categorical)
        3    0.000    0.000    0.008    0.003 /usr/local/lib/python3.8/dist-packages/cffi/api.py:834(accessor_function)
        3    0.000    0.000    0.008    0.003 /usr/local/lib/python3.8/dist-packages/cffi/api.py:433(_get_cached_btype)
      444    0.005    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/keras/utils/layer_utils.py:485(wrapped)
       10    0.000    0.000    0.008    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/random_ops.py:530(multinomial_categorical_impl)
       24    0.000    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/cffi/model.py:68(_get_items)
       10    0.000    0.000    0.008    0.001 <decorator-gen-789>:1(cast)
       24    0.000    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/cffi/model.py:69(<listcomp>)
     4146    0.008    0.000    0.008    0.000 {method 'pop' of 'dict' objects}
      2/1    0.000    0.000    0.008    0.008 /usr/local/lib/python3.8/dist-packages/cffi/model.py:74(__eq__)
      888    0.004    0.000    0.007    0.000 /usr/lib/python3.8/_collections_abc.py:886(__reversed__)
      148    0.001    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:6558(mul)
     2152    0.007    0.000    0.007    0.000 {method '_shape_tuple' of 'tensorflow.python.framework.ops.EagerTensor' objects}
       10    0.000    0.000    0.007    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_random_ops.py:24(multinomial)
      100    0.001    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:204(_track_value)
       10    0.000    0.000    0.007    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1092(batch_shape)
       10    0.000    0.000    0.007    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:209(_is_int64)
      888    0.005    0.000    0.007    0.000 /usr/lib/python3.8/_collections_abc.py:870(__iter__)
       10    0.001    0.000    0.007    0.001 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:979(<listcomp>)
       10    0.003    0.000    0.007    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_random_ops.py:89(multinomial_eager_fallback)
      552    0.006    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/gym3/interop.py:280(<lambda>)
     2265    0.006    0.000    0.006    0.000 /tf/mlrl/meta/tree_policy.py:146(<listcomp>)
       10    0.000    0.000    0.006    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1061(_batch_shape)
       10    0.006    0.001    0.006    0.001 /usr/local/lib/python3.8/dist-packages/numpy/core/getlimits.py:658(min)
       10    0.000    0.000    0.006    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:40(inferred_batch_shape)
      296    0.002    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:537(spec_shape)
     1036    0.004    0.000    0.006    0.000 /usr/lib/python3.8/contextlib.py:463(_push_exit_callback)
      436    0.004    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_util.py:1030(is_tf_type)
      686    0.004    0.000    0.006    0.000 /tf/mlrl/meta/q_estimation.py:35(__init__)
     2780    0.006    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:931(_handle)
     2882    0.006    0.000    0.006    0.000 /tf/mlrl/meta/search_tree.py:569(get_root)
       10    0.000    0.000    0.006    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:900(_update_snapshot)
     2265    0.006    0.000    0.006    0.000 /tf/mlrl/meta/tree_policy.py:147(<dictcomp>)
       90    0.001    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/base.py:583(_method_wrapper)
      464    0.002    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:475(assert_same_structure)
      530    0.003    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:260(_yield_sorted_items)
     2780    0.005    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:580(ensure_initialized)
     2960    0.005    0.000    0.005    0.000 /usr/lib/python3.8/inspect.py:2539(name)
       10    0.000    0.000    0.005    0.001 <decorator-gen-841>:1(minimum)
       20    0.000    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/distributions/masked.py:107(parameters)
       50    0.000    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:1323(is_fully_defined)
       20    0.000    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/tensorshape_util.py:214(is_fully_defined)
      168    0.005    0.000    0.005    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_Execute}
     2072    0.005    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:985(scope_name)
      276    0.002    0.000    0.005    0.000 {method 'sum' of 'numpy.generic' objects}
       20    0.004    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:814(parameters)
     1036    0.005    0.000    0.005    0.000 {method 'pop' of 'collections.deque' objects}
      336    0.001    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_util.py:1086(maybe_set_static_shape)
      670    0.003    0.000    0.005    0.000 /usr/lib/python3.8/abc.py:100(__subclasscheck__)
       10    0.004    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:886(_dirty)
       30    0.000    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/base.py:982(_handle_deferred_dependencies)
       30    0.000    0.000    0.004    0.000 {built-in method _functools.reduce}
      148    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:399(ismethod)
     2368    0.004    0.000    0.004    0.000 /usr/lib/python3.8/inspect.py:2543(default)
       40    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:1005(concatenate)
      296    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:385(<listcomp>)
      592    0.002    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:107(_has_tf_decorator_attr)
     2220    0.004    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:1255(<genexpr>)
     2072    0.004    0.000    0.004    0.000 {method 'pop' of 'list' objects}
       30    0.000    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/tensorshape_util.py:285(set_shape)
      148    0.003    0.000    0.004    0.000 /usr/lib/python3.8/copy.py:66(copy)
     2072    0.004    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:1053(name)
      158    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/execute.py:275(<listcomp>)
      486    0.003    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:678(as_dtype)
       30    0.000    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1301(set_shape)
      150    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_util.py:808(constant_value)
      444    0.002    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2631(_call_arg_was_passed)
       10    0.000    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/numeric.py:149(ones)
     1628    0.003    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:436(__getitem__)
      148    0.001    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:864(<listcomp>)
      514    0.002    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:1425(as_shape)
      148    0.001    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:847(<listcomp>)
     1206    0.003    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:50(_is_ref_dtype)
      464    0.003    0.000    0.003    0.000 {built-in method tensorflow.python.util._pywrap_utils.AssertSameStructure}
     1036    0.003    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/keras/mixed_precision/autocast_variable.py:538(__init__)
      444    0.002    0.000    0.003    0.000 /usr/lib/python3.8/weakref.py:419(get)
