Run ID,Meta-level Policy,Pretrained Percentile,Number of Steps,Return
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,12,0.0
,Instant Terminate,1.0,12,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,13,10.0
,Instant Terminate,1.0,13,10.0
,Instant Terminate,1.0,13,10.0
,Instant Terminate,1.0,13,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,13,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,14,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,14,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,8,10.0
,Instant Terminate,1.0,14,10.0
,Instant Terminate,1.0,15,0.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,15,0.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,15,10.0
,Instant Terminate,1.0,15,10.0
,Instant Terminate,1.0,15,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,15,0.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,16,10.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,16,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,10,0.0
,Instant Terminate,1.0,17,10.0
,Instant Terminate,1.0,17,0.0
,Instant Terminate,1.0,10,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,11,0.0
,Instant Terminate,1.0,7,0.0
,Instant Terminate,1.0,17,0.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,10,0.0
,Instant Terminate,1.0,11,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,12,0.0
,Instant Terminate,1.0,5,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,10,10.0
,Instant Terminate,1.0,13,10.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,19,0.0
,Instant Terminate,1.0,11,0.0
,Instant Terminate,1.0,8,10.0
,Instant Terminate,1.0,19,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,5,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,10,10.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,7,0.0
,Instant Terminate,1.0,20,10.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,15,0.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,13,0.0
,Instant Terminate,1.0,15,0.0
,Instant Terminate,1.0,15,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,16,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,13,10.0
,Instant Terminate,1.0,8,10.0
,Instant Terminate,1.0,22,10.0
,Instant Terminate,1.0,22,0.0
,Instant Terminate,1.0,16,10.0
,Instant Terminate,1.0,13,0.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,23,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,8,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,24,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,10,10.0
,Instant Terminate,1.0,11,10.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,8,10.0
,Instant Terminate,1.0,10,0.0
,Instant Terminate,1.0,12,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,19,10.0
,Instant Terminate,1.0,10,0.0
,Instant Terminate,1.0,11,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,26,0.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,7,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,13,0.0
,Instant Terminate,1.0,11,0.0
,Instant Terminate,1.0,7,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,21,10.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,27,0.0
,Instant Terminate,1.0,7,0.0
,Instant Terminate,1.0,11,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,19,10.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,11,0.0
,Instant Terminate,1.0,13,10.0
,Instant Terminate,1.0,12,0.0
,Instant Terminate,1.0,11,10.0
,Instant Terminate,1.0,17,10.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,19,0.0
,Instant Terminate,1.0,29,10.0
,Instant Terminate,1.0,15,10.0
,Instant Terminate,1.0,15,0.0
,Instant Terminate,1.0,15,0.0
,Instant Terminate,1.0,25,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,14,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,19,10.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,15,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,10,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,13,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,5,0.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,10,0.0
,Instant Terminate,1.0,10,0.0
,Instant Terminate,1.0,22,10.0
,Instant Terminate,1.0,18,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,19,10.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,15,10.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,14,10.0
,Instant Terminate,1.0,10,0.0
,Instant Terminate,1.0,17,10.0
,Instant Terminate,1.0,15,0.0
,Instant Terminate,1.0,13,10.0
,Instant Terminate,1.0,16,10.0
,Instant Terminate,1.0,8,10.0
,Instant Terminate,1.0,31,0.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,10,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,10,0.0
,Instant Terminate,1.0,13,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,16,10.0
,Instant Terminate,1.0,29,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,12,0.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,19,10.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,19,0.0
,Instant Terminate,1.0,7,0.0
,Instant Terminate,1.0,28,10.0
,Instant Terminate,1.0,14,10.0
,Instant Terminate,1.0,18,10.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,20,10.0
,Instant Terminate,1.0,17,10.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,27,10.0
,Instant Terminate,1.0,10,0.0
,Instant Terminate,1.0,10,10.0
,Instant Terminate,1.0,31,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,16,0.0
,Instant Terminate,1.0,10,0.0
,Instant Terminate,1.0,11,0.0
,Instant Terminate,1.0,10,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,14,10.0
,Instant Terminate,1.0,15,0.0
,Instant Terminate,1.0,8,10.0
,Instant Terminate,1.0,11,0.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,13,0.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,15,0.0
,Instant Terminate,1.0,13,10.0
,Instant Terminate,1.0,32,0.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,11,0.0
,Instant Terminate,1.0,12,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,20,10.0
,Instant Terminate,1.0,11,10.0
,Instant Terminate,1.0,10,10.0
,Instant Terminate,1.0,21,0.0
,Instant Terminate,1.0,13,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,34,0.0
,Instant Terminate,1.0,10,10.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,8,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,10,0.0
,Instant Terminate,1.0,5,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,14,10.0
,Instant Terminate,1.0,14,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,15,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,17,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,15,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,8,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,8,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,7,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,22,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,11,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,15,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,11,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,21,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,22,10.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,16,10.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,17,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,12,10.0
,Instant Terminate,1.0,10,10.0
,Instant Terminate,1.0,12,0.0
,Instant Terminate,1.0,19,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,9,0.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,20,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,12,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,8,0.0
,Instant Terminate,1.0,10,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,9,10.0
,Instant Terminate,1.0,14,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,14,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,7,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,7,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,7,0.0
,Instant Terminate,1.0,8,10.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,6,10.0
,Instant Terminate,1.0,11,0.0
,Instant Terminate,1.0,12,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,6,0.0
,Instant Terminate,1.0,14,0.0
,Instant Terminate,1.0,100,0.0
,Instant Terminate,1.0,100,0.0
,AStar,1.0,5,0.0
,AStar,1.0,6,10.0
,AStar,1.0,6,10.0
,AStar,1.0,6,10.0
,AStar,1.0,6,0.0
,AStar,1.0,6,10.0
,AStar,1.0,6,10.0
,AStar,1.0,6,10.0
,AStar,1.0,6,0.0
,AStar,1.0,7,10.0
,AStar,1.0,7,10.0
,AStar,1.0,7,10.0
,AStar,1.0,7,10.0
,AStar,1.0,7,10.0
,AStar,1.0,7,10.0
,AStar,1.0,8,0.0
,AStar,1.0,8,0.0
