         5596271 function calls (5293936 primitive calls) in 46.977 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      260    0.005    0.000    0.053    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2162(_clear_losses)
       71    0.000    0.000    0.053    0.001 /tf/mlrl/meta/meta_env.py:472(observe_terminate)
     5460    0.028    0.000    0.051    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1129(dtype)
      880    0.006    0.000    0.051    0.000 <__array_function__ internals>:177(sum)
      130    0.001    0.000    0.051    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2483(_cast_single_input)
     2936    0.017    0.000    0.051    0.000 /usr/lib/python3.8/abc.py:96(__instancecheck__)
     5770    0.039    0.000    0.050    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:839(rank)
      809    0.008    0.000    0.049    0.000 /tf/mlrl/meta/search_tree.py:409(__init__)
      130    0.010    0.000    0.049    0.000 /usr/local/lib/python3.8/dist-packages/keras/layers/reshaping/flatten.py:67(call)
      910    0.006    0.000    0.048    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2943(_flatten_layers)
    18594    0.047    0.000    0.047    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1312(graph)
      290    0.004    0.000    0.046    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/execute.py:227(args_to_matching_eager)
    19316    0.046    0.000    0.046    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/multiarray.py:148(concatenate)
    18024    0.045    0.000    0.045    0.000 /tf/mlrl/meta/search_tree.py:367(get_action)
     1910    0.017    0.000    0.045    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6957(__exit__)
       10    0.003    0.000    0.043    0.004 /tf/mlrl/meta/meta_policies/random_policy.py:21(mask_token_splitter_no_terminate)
      130    0.001    0.000    0.043    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:3829(softmax_v2)
      160    0.001    0.000    0.043    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:1981(cast)
      910    0.015    0.000    0.043    0.000 /usr/lib/python3.8/contextlib.py:482(__exit__)
      130    0.002    0.000    0.043    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:3743(_wrap_2d_function)
    20977    0.042    0.000    0.042    0.000 {method 'values' of 'dict' objects}
    19713    0.042    0.000    0.042    0.000 /tf/mlrl/meta/search_tree.py:364(get_state)
  470/270    0.011    0.000    0.041    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:94(wrap_or_unwrap)
 1958/693    0.013    0.000    0.040    0.000 /usr/lib/python3.8/abc.py:100(__subclasscheck__)
      910    0.015    0.000    0.040    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2949(_flatten_modules)
    18713    0.039    0.000    0.039    0.000 /tf/mlrl/meta/search_tree.py:459(<lambda>)
      910    0.007    0.000    0.039    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:3380(_in_functional_construction_mode)
    19184    0.038    0.000    0.038    0.000 /tf/mlrl/meta/search_tree.py:320(get_id)
    18024    0.038    0.000    0.038    0.000 {method 'index' of 'list' objects}
    17154    0.038    0.000    0.038    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1343(maybe_promote_tensors)
    18024    0.037    0.000    0.037    0.000 /tf/mlrl/meta/search_tree.py:329(get_parent_id)
 1958/693    0.021    0.000    0.037    0.000 {built-in method _abc._abc_subclasscheck}
       20    0.000    0.000    0.037    0.002 <decorator-gen-793>:1(concat)
      910    0.005    0.000    0.037    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2611(_get_input_masks)
      120    0.001    0.000    0.035    0.000 /tf/mlrl/meta/meta_env.py:321(get_best_object_action_index)
   220/70    0.018    0.000    0.035    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:611(_packed_nest_with_indices)
    18024    0.035    0.000    0.035    0.000 /usr/lib/python3.8/copy.py:182(_deepcopy_atomic)
     2410    0.016    0.000    0.034    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_conversion_registry.py:112(get)
      910    0.009    0.000    0.034    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2477(_should_cast_single_input)
     2936    0.011    0.000    0.034    0.000 {built-in method _abc._abc_instancecheck}
      120    0.003    0.000    0.033    0.000 /tf/mlrl/meta/tree_policy.py:24(get_action_index)
       10    0.000    0.000    0.033    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:796(__init__)
      880    0.007    0.000    0.033    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:2160(sum)
     4461    0.033    0.000    0.033    0.000 {built-in method numpy.asanyarray}
     1300    0.018    0.000    0.032    0.000 /usr/lib/python3.8/inspect.py:2489(__init__)
       10    0.000    0.000    0.032    0.003 <decorator-gen-937>:1(__init__)
      131    0.001    0.000    0.031    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:911(__getattr__)
       10    0.012    0.001    0.031    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/categorical.py:152(__init__)
       10    0.001    0.000    0.031    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:808(<dictcomp>)
      260    0.001    0.000    0.031    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/resource_variable_ops.py:558(_shape_tuple)
      131    0.001    0.000    0.030    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:900(make_accessor)
      910    0.006    0.000    0.029    0.000 /usr/lib/python3.8/contextlib.py:458(_push_cm_exit)
      260    0.004    0.000    0.029    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/resource_variable_ops.py:553(_shape_as_list)
       10    0.001    0.000    0.029    0.003 /tf/mlrl/utils/procgen_gym3_wrapper.py:128(_create_time_step)
     2680    0.009    0.000    0.029    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:912(<genexpr>)
      131    0.001    0.000    0.029    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:834(accessor_function)
       10    0.000    0.000    0.029    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:2018(_set_sample_static_shape)
      410    0.003    0.000    0.028    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:888(__getitem__)
       10    0.000    0.000    0.028    0.003 <decorator-gen-841>:1(minimum)
      520    0.007    0.000    0.027    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_nn_ops.py:10502(relu)
      131    0.001    0.000    0.027    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:433(_get_cached_btype)
      100    0.008    0.000    0.027    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:907(_track_value)
     2260    0.010    0.000    0.025    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:271(_maybe_copy_ndarray)
     8780    0.025    0.000    0.025    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:265(value)
     5610    0.024    0.000    0.024    0.000 {method '_datatype_enum' of 'tensorflow.python.framework.ops.EagerTensor' objects}
     1910    0.017    0.000    0.024    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6947(_restore_name_scope)
     4940    0.023    0.000    0.023    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:175(__eq__)
      130    0.001    0.000    0.023    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:857(<listcomp>)
      900    0.009    0.000    0.023    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
      120    0.002    0.000    0.022    0.000 /tf/mlrl/meta/meta_env.py:43(__call__)
      130    0.001    0.000    0.022    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1759(_mul_dispatch)
     9116    0.022    0.000    0.022    0.000 {method 'items' of 'dict' objects}
      130    0.001    0.000    0.022    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:846(<listcomp>)
      910    0.004    0.000    0.021    0.000 /usr/lib/python3.8/contextlib.py:463(_push_exit_callback)
     1620    0.011    0.000    0.021    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:188(__ne__)
      260    0.009    0.000    0.021    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2573(_set_mask_metadata)
      260    0.001    0.000    0.020    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:383(<listcomp>)
      650    0.004    0.000    0.020    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:894(_check_index)
      910    0.012    0.000    0.020    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:3089(_split_out_first_arg)
      120    0.018    0.000    0.020    0.000 {method 'choice' of 'numpy.random.mtrand.RandomState' objects}
     9507    0.020    0.000    0.020    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:178(__exit__)
      480    0.002    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/gym3/wrapper.py:22(get_info)
     9507    0.019    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:172(__init__)
  811/138    0.006    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/cffi/model.py:81(__hash__)
       30    0.001    0.000    0.019    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/base.py:927(_track_trackable)
     9507    0.019    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:175(__enter__)
      130    0.001    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_nn_ops.py:10909(softmax)
     1080    0.011    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:63(base_dtype)
       50    0.007    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/shape_base.py:420(<listcomp>)
     2161    0.018    0.000    0.018    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     4280    0.018    0.000    0.018    0.000 /tf/mlrl/meta/search_tree.py:173(depth)
      910    0.017    0.000    0.017    0.000 {method 'append' of 'collections.deque' objects}
      910    0.011    0.000    0.017    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:229(__init__)
      480    0.006    0.000    0.017    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:363(get_info)
      130    0.001    0.000    0.017    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:480(multiply)
       10    0.000    0.000    0.017    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:3078(zeros_like_v2)
       10    0.000    0.000    0.016    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:2971(wrapped)
       10    0.000    0.000    0.016    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:3124(zeros_like_impl)
     4160    0.016    0.000    0.016    0.000 {built-in method time.time}
   230/50    0.001    0.000    0.016    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/_utils.py:59(wrap)
      130    0.001    0.000    0.016    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:6558(mul)
       10    0.000    0.000    0.016    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:150(_set_sample_static_shape_for_tensor)
       90    0.001    0.000    0.015    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/base.py:583(_method_wrapper)
     1077    0.005    0.000    0.015    0.000 /usr/local/lib/python3.8/dist-packages/cffi/model.py:68(_get_items)
     1261    0.012    0.000    0.015    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/_methods.py:66(_count_reduce_items)
       10    0.001    0.000    0.014    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:568(__init__)
      810    0.007    0.000    0.014    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:271(is_compatible_with)
       10    0.000    0.000    0.014    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_array_ops.py:12721(zeros_like)
     2730    0.010    0.000    0.014    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:3384(<genexpr>)
       30    0.001    0.000    0.014    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/base.py:982(_handle_deferred_dependencies)
     1920    0.010    0.000    0.014    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6905(__init__)
      260    0.005    0.000    0.013    0.000 /usr/lib/python3.8/inspect.py:2772(__init__)
       10    0.002    0.000    0.013    0.001 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:979(<listcomp>)
      130    0.001    0.000    0.013    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1269(get_shape)
      270    0.013    0.000    0.013    0.000 {method 'format' of 'str' objects}
     4160    0.013    0.000    0.013    0.000 /tmp/ipykernel_32228/1781336316.py:21(__init__)
      100    0.001    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:204(_track_value)
     4974    0.011    0.000    0.012    0.000 {built-in method builtins.issubclass}
      220    0.004    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:185(_sequence_like)
      910    0.008    0.000    0.012    0.000 /usr/lib/python3.8/inspect.py:1520(currentframe)
     3820    0.012    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:990(scope_name)
      260    0.009    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2621(<listcomp>)
    90/80    0.001    0.000    0.011    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:139(_convert_to_tensor)
       10    0.000    0.000    0.011    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1214(<lambda>)
       10    0.007    0.001    0.011    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1728(_add_dispatch)
      140    0.002    0.000    0.011    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:242(new)
      130    0.001    0.000    0.011    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:2248(reduce_sum)
      390    0.004    0.000    0.011    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:66(assert_same_structure)
     2600    0.010    0.000    0.010    0.000 /usr/lib/python3.8/inspect.py:2539(name)
     1077    0.006    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/cffi/model.py:69(<listcomp>)
     4160    0.010    0.000    0.010    0.000 /tmp/ipykernel_32228/1781336316.py:29(get_state)
     1820    0.006    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:951(<genexpr>)
       10    0.000    0.000    0.010    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1092(batch_shape)
      950    0.004    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:860(ndims)
       10    0.000    0.000    0.009    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:2012(_expand_sample_shape_to_vector)
     4450    0.009    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1575(<genexpr>)
      130    0.001    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:2315(reduce_sum_with_dims)
       10    0.000    0.000    0.009    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1061(_batch_shape)
       10    0.000    0.000    0.009    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:40(inferred_batch_shape)
  826/806    0.004    0.000    0.009    0.000 {built-in method builtins.next}
       10    0.000    0.000    0.009    0.001 <decorator-gen-789>:1(cast)
     1900    0.009    0.000    0.009    0.000 {method '_shape_tuple' of 'tensorflow.python.framework.ops.EagerTensor' objects}
     3340    0.009    0.000    0.009    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNested}
     1560    0.006    0.000    0.009    0.000 /usr/lib/python3.8/inspect.py:2821(<genexpr>)
      520    0.003    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:193(unwrap)
     1300    0.006    0.000    0.009    0.000 /usr/lib/python3.8/enum.py:313(__call__)
      140    0.009    0.000    0.009    0.000 {built-in method _cffi_backend.newp}
       30    0.000    0.000    0.009    0.000 {built-in method _functools.reduce}
      130    0.001    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/networks/utils.py:97(unflatten)
      130    0.002    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/networks/utils.py:67(flatten)
      480    0.005    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/gym3/types.py:163(multimap)
      780    0.005    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:185(_get_sequence)
      130    0.002    0.000    0.008    0.000 {method 'extendleft' of 'collections.deque' objects}
       20    0.000    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/numpy_array.py:152(_concat)
       30    0.000    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/tensorshape_util.py:285(set_shape)
      260    0.004    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:178(prune_extra_keys)
       30    0.000    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1301(set_shape)
     1080    0.008    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:50(_is_ref_dtype)
     2497    0.008    0.000    0.008    0.000 /tf/mlrl/meta/tree_policy.py:146(<listcomp>)
      880    0.008    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:2155(_sum_dispatcher)
       10    0.000    0.000    0.007    0.001 <decorator-gen-863>:1(reduce_prod)
      150    0.002    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/execute.py:29(quick_execute)
     3661    0.007    0.000    0.007    0.000 {method 'pop' of 'dict' objects}
     2690    0.007    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:995(device_name)
       20    0.000    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/numpy_array.py:125(_args_to_matching_arrays)
      910    0.005    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer_utils.py:478(enter)
       50    0.000    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:213(_default_convert_to_tensor)
      530    0.002    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:255(_yield_value)
      910    0.005    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2332(_set_training_mode)
       10    0.000    0.000    0.007    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/prefer_static.py:207(broadcast_shape)
     2497    0.007    0.000    0.007    0.000 /tf/mlrl/meta/tree_policy.py:147(<dictcomp>)
       10    0.004    0.000    0.007    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:2208(transpose_v2)
      130    0.001    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:11203(_sum)
      400    0.004    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_util.py:1030(is_tf_type)
  520/480    0.004    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:817(__getattribute__)
      780    0.004    0.000    0.006    0.000 /usr/lib/python3.8/_collections_abc.py:886(__reversed__)
      689    0.005    0.000    0.006    0.000 /tf/mlrl/meta/q_estimation.py:35(__init__)
       20    0.000    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:545(broadcast_static_shape)
      910    0.004    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/keras/mixed_precision/autocast_variable.py:543(__enter__)
     2876    0.006    0.000    0.006    0.000 /tf/mlrl/meta/search_tree.py:569(get_root)
     1210    0.006    0.000    0.006    0.000 {method 'astype' of 'numpy.ndarray' objects}
       20    0.000    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/common_shapes.py:85(broadcast_shape)
      260    0.002    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:537(spec_shape)
     2690    0.006    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:931(_handle)
      910    0.004    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer_utils.py:434(call_context)
   133/67    0.001    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/cffi/model.py:74(__eq__)
      780    0.004    0.000    0.006    0.000 /usr/lib/python3.8/_collections_abc.py:870(__iter__)
       10    0.000    0.000    0.006    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/random_ops.py:500(categorical)
     2690    0.006    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:580(ensure_initialized)
      130    0.002    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:399(ismethod)
       10    0.000    0.000    0.005    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/random_ops.py:530(multinomial_categorical_impl)
     1910    0.005    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:985(scope_name)
      410    0.002    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:475(assert_same_structure)
       20    0.001    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/common_shapes.py:21(_broadcast_shape_helper)
      390    0.002    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/keras/utils/layer_utils.py:485(wrapped)
      520    0.002    0.000    0.005    0.000 /usr/lib/python3.8/inspect.py:158(isfunction)
      240    0.002    0.000    0.005    0.000 {method 'sum' of 'numpy.generic' objects}
      130    0.004    0.000    0.005    0.000 /usr/lib/python3.8/copy.py:66(copy)
      530    0.002    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:260(_yield_sorted_items)
      168    0.005    0.000    0.005    0.000 /usr/lib/python3.8/_collections_abc.py:252(__subclasshook__)
      300    0.001    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_util.py:1086(maybe_set_static_shape)
      170    0.003    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:147(is_namedtuple)
      150    0.005    0.000    0.005    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_Execute}
       40    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:1005(concatenate)
      450    0.003    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:678(as_dtype)
      150    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_util.py:808(constant_value)
       10    0.000    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_random_ops.py:24(multinomial)
       10    0.000    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:385(<lambda>)
     2080    0.004    0.000    0.004    0.000 /usr/lib/python3.8/inspect.py:2543(default)
     1910    0.004    0.000    0.004    0.000 {method 'pop' of 'list' objects}
     1300    0.004    0.000    0.004    0.000 /usr/lib/python3.8/inspect.py:2547(annotation)
     1950    0.004    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:1255(<genexpr>)
      260    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:385(<listcomp>)
      520    0.002    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2584(<genexpr>)
      520    0.002    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:107(_has_tf_decorator_attr)
     1820    0.004    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:1053(name)
     1924    0.004    0.000    0.004    0.000 {built-in method builtins.callable}
       10    0.000    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_random_ops.py:89(multinomial_eager_fallback)
       10    0.000    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:375(_cast)
       10    0.000    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:142(get_batch_shape_part)
      140    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/execute.py:275(<listcomp>)
    60/50    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:167(_infer_dtype)
       50    0.000    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/prefer_static.py:76(<listcomp>)
       70    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/tensorshape_util.py:265(rank)
      130    0.001    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:847(<listcomp>)
      460    0.002    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:1425(as_shape)
      390    0.002    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2631(_call_arg_was_passed)
       10    0.000    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:538(_convert_tensorshape_to_tensor)
      240    0.001    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/_methods.py:46(_sum)
     1430    0.003    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:436(__getitem__)
    70/50    0.001    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:248(_default_convert_to_tensor_with_dtype)
