         5596271 function calls (5293936 primitive calls) in 46.977 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      689    0.008    0.000    3.858    0.006 /tf/mlrl/meta/tree_policy.py:13(__init__)
      689    0.025    0.000    3.849    0.006 /tf/mlrl/meta/search_tree.py:427(copy)
      130    0.015    0.000    3.666    0.028 /usr/local/lib/python3.8/dist-packages/tf_agents/networks/network.py:349(__call__)
    58185    1.046    0.000    3.627    0.000 {built-in method builtins.max}
      120    0.005    0.000    3.349    0.028 /tf/mlrl/meta/meta_env.py:515(terminate)
      140    0.121    0.001    3.101    0.022 /usr/local/lib/python3.8/dist-packages/procgen/env.py:140(get_state)
     4280    0.052    0.000    2.992    0.001 /tf/mlrl/procgen/procgen_state.py:83(__init__)
  910/260    0.011    0.000    2.968    0.011 /usr/local/lib/python3.8/dist-packages/keras/utils/traceback_utils.py:58(error_handler)
  910/260    0.110    0.000    2.961    0.011 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:893(__call__)
      120    0.003    0.000    2.953    0.025 /tf/mlrl/meta/meta_env.py:267(get_root_tree)
      120    0.002    0.000    2.938    0.024 /tf/mlrl/procgen/procgen_state.py:60(extract_state)
   335952    1.610    0.000    2.581    0.000 /tf/mlrl/meta/search_tree.py:251(<genexpr>)
    18664    0.247    0.000    2.527    0.000 /tf/mlrl/meta/search_tree.py:253(get_exp_root_return)
    22993    0.336    0.000    2.272    0.000 /tf/mlrl/meta/search_tree.py:553(add_node)
      520    0.026    0.000    2.177    0.004 /tf/mlrl/meta/search_tree.py:516(expand_all)
      699    0.045    0.000    2.075    0.003 /usr/local/lib/python3.8/dist-packages/procgen/env.py:149(set_state)
  910/260    0.006    0.000    2.054    0.008 /usr/local/lib/python3.8/dist-packages/keras/utils/traceback_utils.py:88(error_handler)
31553/27273    0.388    0.000    1.956    0.000 /usr/lib/python3.8/functools.py:947(__get__)
18713/689    0.163    0.000    1.950    0.003 /tf/mlrl/meta/search_tree.py:451(recursive_update_node_list)
      130    0.009    0.000    1.943    0.015 /usr/local/lib/python3.8/dist-packages/tf_agents/networks/encoding_network.py:300(call)
   154889    0.739    0.000    1.897    0.000 /tf/mlrl/meta/search_tree.py:494(get_state_nodes)
213215/175356    1.157    0.000    1.830    0.000 {built-in method builtins.hash}
    18664    0.218    0.000    1.823    0.000 /tf/mlrl/meta/search_tree.py:507(has_valid_expansions)
    82820    0.613    0.000    1.756    0.000 /tf/mlrl/meta/search_tree.py:88(__eq__)
    43395    0.897    0.000    1.756    0.000 /tf/mlrl/meta/search_tree.py:350(can_expand)
18713/689    0.296    0.000    1.744    0.003 /tf/mlrl/meta/search_tree.py:435(recursive_copy)
     4200    0.026    0.000    1.725    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/profiler/trace.py:178(wrapped)
     4200    0.088    0.000    1.699    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1572(convert_to_tensor)
    20404    1.621    0.000    1.621    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_FastPathExecute}
     4160    0.083    0.000    1.610    0.000 /tf/mlrl/meta/search_tree.py:530(expand_action)
   296109    1.013    0.000    1.448    0.000 {method 'get' of 'dict' objects}
     2540    0.011    0.000    1.440    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/constant_op.py:170(constant)
     2540    0.030    0.000    1.428    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/constant_op.py:271(_constant_impl)
    22993    0.107    0.000    1.388    0.000 /tf/mlrl/meta/search_tree.py:214(duplicate_state_ancestor)
     2540    0.011    0.000    1.381    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/constant_op.py:302(_constant_eager_impl)
     2540    1.346    0.001    1.369    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/constant_op.py:74(convert_to_eager_tensor)
     1130    0.008    0.000    1.315    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1430(convert_to_tensor_v2_with_dispatch)
     1130    0.010    0.000    1.307    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1498(convert_to_tensor_v2)
    22993    0.189    0.000    1.281    0.000 /tf/mlrl/meta/search_tree.py:224(find_duplicate_state_ancestor)
      310    0.002    0.000    1.250    0.004 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_conversion_registry.py:46(_default_conversion_function)
    36688    0.234    0.000    1.235    0.000 /tf/mlrl/meta/tree_tokenisation.py:64(encode_node_id)
      569    0.030    0.000    1.213    0.002 /tf/mlrl/meta/meta_env.py:346(get_computational_reward)
   152392    0.813    0.000    1.198    0.000 /tf/mlrl/meta/q_estimation.py:45(<listcomp>)
36737/18713    0.442    0.000    1.187    0.000 /usr/lib/python3.8/copy.py:128(deepcopy)
    20571    0.148    0.000    1.147    0.000 /tf/mlrl/meta/search_tree.py:500(is_action_valid)
   318048    0.961    0.000    1.050    0.000 /tf/mlrl/meta/search_tree.py:237(get_q_value)
    36688    0.885    0.000    1.001    0.000 /tf/mlrl/utils/__init__.py:23(compute_positional_encoding)
     8007    0.129    0.000    0.997    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1398(binary_op_wrapper)
     4160    0.900    0.000    0.983    0.000 /tf/mlrl/procgen/procgen_state.py:109(set_variables)
   406220    0.949    0.000    0.949    0.000 /tf/mlrl/procgen/procgen_state.py:148(__hash__)
     1330    0.047    0.000    0.913    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:808(map_structure)
    20759    0.131    0.000    0.905    0.000 /tf/mlrl/meta/search_tree.py:96(find_cycle)
     9147    0.112    0.000    0.897    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1962(tensor_equals)
    19921    0.127    0.000    0.887    0.000 {built-in method builtins.any}
      390    0.025    0.000    0.875    0.002 /usr/local/lib/python3.8/dist-packages/keras/layers/convolutional/base_conv.py:241(call)
      260    0.011    0.000    0.805    0.003 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:345(assert_matching_dtypes_and_inner_shapes)
     1330    0.006    0.000    0.774    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:916(<listcomp>)
    20759    0.176    0.000    0.774    0.000 /tf/mlrl/meta/search_tree.py:100(<listcomp>)
    32822    0.124    0.000    0.734    0.000 /tf/mlrl/meta/search_tree.py:511(<genexpr>)
      650    0.051    0.000    0.720    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:914(_slice_helper)
      640    0.005    0.000    0.713    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:7273(__next__)
    22184    0.689    0.000    0.689    0.000 /tf/mlrl/meta/search_tree.py:311(add_child_node)
      910    0.007    0.000    0.673    0.001 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:3389(_convert_numpy_or_python_types)
      260    0.001    0.000    0.669    0.003 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:381(<listcomp>)
      130    0.002    0.000    0.668    0.005 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:376(_convert)
      390    0.005    0.000    0.615    0.002 /usr/local/lib/python3.8/dist-packages/keras/layers/convolutional/base_conv.py:217(convolution_op)
    46501    0.384    0.000    0.611    0.000 {built-in method builtins.all}
      390    0.002    0.000    0.600    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:1140(convolution_v2)
      390    0.016    0.000    0.598    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:1166(convolution_internal)
     1138    0.009    0.000    0.592    0.001 /tf/mlrl/meta/tree_policy.py:60(evaluate)
     1138    0.012    0.000    0.591    0.001 /tf/mlrl/meta/search_tree.py:575(__hash__)
    18713    0.166    0.000    0.588    0.000 /usr/lib/python3.8/copy.py:200(_deepcopy_list)
2399/1138    0.081    0.000    0.580    0.001 /tf/mlrl/meta/tree_policy.py:68(recursive_compute_value)
    18024    0.184    0.000    0.560    0.000 /tf/mlrl/procgen/procgen_state.py:141(get_action_vector)
      390    0.008    0.000    0.530    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:2742(_conv2d_expanded_batch)
      390    0.003    0.000    0.519    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_nn_ops.py:860(conv2d)
    37186    0.187    0.000    0.479    0.000 /tf/mlrl/meta/search_tree.py:396(__hash__)
    19316    0.148    0.000    0.470    0.000 <__array_function__ internals>:177(concatenate)
21657/21607    0.289    0.000    0.452    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
   170382    0.451    0.000    0.451    0.000 /tf/mlrl/experiments/procgen_meta.py:87(q_hat)
     9147    0.050    0.000    0.450    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:3272(equal)
      809    0.006    0.000    0.446    0.001 /usr/local/lib/python3.8/dist-packages/gym3/wrapper.py:28(callmethod)
     7867    0.041    0.000    0.445    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:544(subtract)
      809    0.006    0.000    0.441    0.001 /usr/local/lib/python3.8/dist-packages/gym3/env.py:68(callmethod)
149534/149384    0.438    0.000    0.439    0.000 {built-in method builtins.len}
       10    0.000    0.000    0.428    0.043 /usr/local/lib/python3.8/dist-packages/tf_agents/policies/py_policy.py:140(action)
       10    0.001    0.000    0.428    0.043 /usr/local/lib/python3.8/dist-packages/tf_agents/policies/random_py_policy.py:112(_action)
       10    0.000    0.000    0.423    0.042 /tf/mlrl/utils/env_wrappers.py:50(_step)
      689    0.011    0.000    0.423    0.001 /tf/mlrl/meta/meta_env.py:629(set_environment_to_root_state)
      689    0.006    0.000    0.410    0.001 /tf/mlrl/procgen/procgen_state.py:124(set_environment_to_state)
   152961    0.405    0.000    0.405    0.000 {built-in method builtins.sum}
     7867    0.044    0.000    0.404    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:11071(sub)
   158000    0.400    0.000    0.400    0.000 /tf/mlrl/meta/search_tree.py:259(set_q_value)
   160779    0.391    0.000    0.391    0.000 /tf/mlrl/meta/search_tree.py:334(get_children)
69562/68699    0.272    0.000    0.379    0.000 {built-in method builtins.getattr}
     1950    0.017    0.000    0.372    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1419(stack)
   131681    0.330    0.000    0.330    0.000 /tf/mlrl/meta/search_tree.py:354(<genexpr>)
    57852    0.327    0.000    0.327    0.000 {built-in method numpy.array}
    34435    0.157    0.000    0.318    0.000 /tf/mlrl/procgen/procgen_state.py:132(get_maximum_number_of_actions)
1261/1042    0.015    0.000    0.313    0.000 /tf/mlrl/meta/tree_policy.py:89(<listcomp>)
      320    0.003    0.000    0.297    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1135(numpy)
     2497    0.075    0.000    0.294    0.000 /tf/mlrl/meta/tree_policy.py:129(get_action_probabilities)
    32721    0.158    0.000    0.266    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/traceback_utils.py:32(is_traceback_filtering_enabled)
   127640    0.263    0.000    0.263    0.000 /tf/mlrl/procgen/procgen_state.py:135(get_actions)
    22004    0.141    0.000    0.263    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:2161(executing_eagerly)
     4160    0.038    0.000    0.255    0.000 /tf/mlrl/meta/search_tree.py:283(expand_node)
     2980    0.049    0.000    0.247    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:765(__init__)
     4850    0.020    0.000    0.233    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1256(shape)
       10    0.000    0.000    0.232    0.023 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1218(sample)
    10157    0.077    0.000    0.229    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6670(name_scope)
    18713    0.142    0.000    0.229    0.000 /usr/lib/python3.8/copy.py:242(_keep_alive)
       10    0.000    0.000    0.228    0.023 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1203(_call_sample_n)
76859/76739    0.190    0.000    0.223    0.000 {built-in method builtins.isinstance}
       10    0.222    0.022    0.222    0.022 /tf/mlrl/utils/env_wrappers.py:42(preprocess)
      260    0.009    0.000    0.219    0.001 /usr/local/lib/python3.8/dist-packages/keras/layers/core/dense.py:166(call)
    94176    0.219    0.000    0.219    0.000 {built-in method builtins.id}
    56574    0.207    0.000    0.207    0.000 {built-in method numpy.zeros}
       10    0.001    0.000    0.201    0.020 /tf/mlrl/utils/procgen_gym3_wrapper.py:105(_step)
     4160    0.065    0.000    0.201    0.000 /tmp/ipykernel_32228/1781336316.py:90(patched_create_child)
    12180    0.090    0.000    0.199    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:723(as_dimension)
     2090    0.019    0.000    0.198    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/constant_op.py:340(_constant_tensor_conversion_function)
     8630    0.060    0.000    0.188    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:775(<genexpr>)
    23802    0.126    0.000    0.178    0.000 /usr/lib/python3.8/typing.py:868(__new__)
     1130    0.006    0.000    0.175    0.000 /usr/local/lib/python3.8/dist-packages/gym3/extract_dict_ob.py:9(observe)
    18664    0.084    0.000    0.171    0.000 /tf/mlrl/procgen/procgen_state.py:129(get_state_vector)
     1130    0.013    0.000    0.169    0.000 /usr/local/lib/python3.8/dist-packages/gym3/wrapper.py:19(observe)
       10    0.001    0.000    0.167    0.017 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/categorical.py:234(_sample_n)
      120    0.008    0.000    0.160    0.001 /tf/mlrl/experiments/procgen_meta.py:28(repeated_step)
      910    0.029    0.000    0.158    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/input_spec.py:155(assert_input_compatibility)
     1130    0.060    0.000    0.156    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:344(observe)
    18024    0.089    0.000    0.153    0.000 /tf/mlrl/utils/__init__.py:10(one_hot)
      480    0.013    0.000    0.152    0.000 /tf/mlrl/experiments/procgen_meta.py:41(normalised_step)
     9147    0.040    0.000    0.150    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:5979(executing_eagerly_outside_functions)
     2428    0.068    0.000    0.147    0.000 /tf/mlrl/meta/tree_policy.py:140(<dictcomp>)
     4280    0.041    0.000    0.142    0.000 /tf/mlrl/meta/search_tree.py:205(path_return)
      480    0.009    0.000    0.139    0.000 /usr/local/lib/python3.8/dist-packages/gym3/interop.py:274(step)
    66980    0.138    0.000    0.138    0.000 {method 'append' of 'list' objects}
      520    0.002    0.000    0.134    0.000 /usr/local/lib/python3.8/dist-packages/gym3/wrapper.py:25(act)
      520    0.009    0.000    0.132    0.000 /usr/local/lib/python3.8/dist-packages/procgen/env.py:197(act)
      260    0.002    0.000    0.131    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:247(getfullargspec)
      650    0.013    0.000    0.129    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:3479(bias_add)
    44100    0.129    0.000    0.129    0.000 /tf/mlrl/meta/search_tree.py:218(is_unexpandable_leaf)
      130    0.005    0.000    0.127    0.001 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:820(get_outer_rank)
      260    0.011    0.000    0.126    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:3488(matmul)
     1261    0.009    0.000    0.125    0.000 <__array_function__ internals>:177(mean)
      260    0.020    0.000    0.125    0.000 /usr/lib/python3.8/inspect.py:1102(getfullargspec)
      520    0.104    0.000    0.121    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:352(act)
     9510    0.056    0.000    0.119    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:355(flatten)
      420    0.009    0.000    0.116    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:1231(is_compatible_with)
      640    0.009    0.000    0.113    0.000 /tf/mlrl/meta/tree_tokenisation.py:50(pad)
      290    0.012    0.000    0.112    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:66(reshape)
13695/13645    0.033    0.000    0.111    0.000 {built-in method builtins.hasattr}
     1880    0.008    0.000    0.110    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:846(dims)
     1261    0.023    0.000    0.108    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:3356(mean)
    22993    0.107    0.000    0.107    0.000 /tf/mlrl/meta/search_tree.py:140(__init__)
    28244    0.104    0.000    0.104    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:973(executing_eagerly)
     1880    0.014    0.000    0.101    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:858(<listcomp>)
       10    0.001    0.000    0.101    0.010 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:969(stack_nested_arrays)
      780    0.007    0.000    0.096    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2449(_maybe_cast_inputs)
      910    0.040    0.000    0.095    0.000 /usr/lib/python3.8/contextlib.py:415(enter_context)
      290    0.003    0.000    0.095    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_array_ops.py:8457(reshape)
     1420    0.032    0.000    0.095    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:691(pack_sequence_as)
      569    0.005    0.000    0.095    0.000 /tf/mlrl/meta/tree_tokenisation.py:172(can_tokenise)
       10    0.000    0.000    0.089    0.009 <decorator-gen-1171>:1(__init__)
    20/10    0.001    0.000    0.089    0.009 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:333(wrapped_init)
      569    0.040    0.000    0.088    0.000 /tf/mlrl/meta/tree_tokenisation.py:174(<listcomp>)
    17640    0.087    0.000    0.087    0.000 /tmp/ipykernel_32228/1781336316.py:88(patch_node)
      650    0.019    0.000    0.087    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_nn_ops.py:646(bias_add)
      689    0.046    0.000    0.086    0.000 {method 'sort' of 'list' objects}
    11330    0.055    0.000    0.085    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:199(__init__)
     1261    0.026    0.000    0.085    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/_methods.py:162(_mean)
       10    0.000    0.000    0.084    0.008 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:985(_batch_shape_tensor)
       20    0.001    0.000    0.084    0.004 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:281(map_fn_over_parameters_with_event_ndims)
       10    0.000    0.000    0.084    0.008 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:78(inferred_batch_shape_tensor)
       10    0.001    0.000    0.084    0.008 /usr/local/lib/python3.8/dist-packages/tf_agents/distributions/masked.py:34(__init__)
       10    0.000    0.000    0.082    0.008 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:980(<listcomp>)
     5140    0.082    0.000    0.082    0.000 {method 'copy' of 'numpy.ndarray' objects}
       50    0.000    0.000    0.082    0.002 <__array_function__ internals>:177(stack)
       30    0.000    0.000    0.080    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1353(map_structure_up_to)
       50    0.001    0.000    0.080    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/prefer_static.py:68(wrap)
       30    0.001    0.000    0.080    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1434(map_structure_with_tuple_paths_up_to)
     1610    0.013    0.000    0.080    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:281(_maybe_copy_dict)
       50    0.001    0.000    0.080    0.002 /usr/local/lib/python3.8/dist-packages/numpy/core/shape_base.py:357(stack)
  520/260    0.006    0.000    0.080    0.000 /usr/lib/python3.8/inspect.py:2218(_signature_from_callable)
      130    0.002    0.000    0.079    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:108(getargspec)
       30    0.000    0.000    0.077    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1527(<listcomp>)
       30    0.000    0.000    0.076    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1429(<lambda>)
      130    0.001    0.000    0.073    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:65(_getargspec)
      180    0.010    0.000    0.073    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:936(cast)
      130    0.005    0.000    0.072    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:269(getcallargs)
       10    0.000    0.000    0.072    0.007 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:119(get_batch_shape_tensor_part)
       10    0.000    0.000    0.071    0.007 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:175(_truncate_shape_tensor)
      910    0.005    0.000    0.071    0.000 /usr/local/lib/python3.8/dist-packages/keras/utils/traceback_utils.py:74(inject_argument_info_in_traceback)
     2090    0.009    0.000    0.070    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1579(_autopacking_conversion_function)
      260    0.002    0.000    0.070    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:5986(mat_mul)
      260    0.014    0.000    0.069    0.000 /usr/lib/python3.8/inspect.py:2124(_signature_from_function)
     9857    0.047    0.000    0.067    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:436(__getattr__)
      650    0.009    0.000    0.066    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1168(strided_slice)
      910    0.025    0.000    0.065    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:61(make_decorator)
     9510    0.046    0.000    0.063    0.000 {built-in method tensorflow.python.util._pywrap_utils.Flatten}
     1420    0.013    0.000    0.062    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:651(_pack_sequence_as)
     2090    0.017    0.000    0.061    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1569(_should_not_autopack)
     1910    0.033    0.000    0.060    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6923(__enter__)
    28254    0.060    0.000    0.060    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:2131(context_safe)
  410/250    0.004    0.000    0.058    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/autotrackable.py:58(__setattr__)
      640    0.008    0.000    0.058    0.000 /tf/mlrl/meta/tree_tokenisation.py:41(get_terminate_token)
      130    0.001    0.000    0.058    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:869(<listcomp>)
      650    0.005    0.000    0.058    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_array_ops.py:10522(strided_slice)
    18664    0.056    0.000    0.056    0.000 /tf/mlrl/meta/search_tree.py:326(is_root)
      140    0.003    0.000    0.056    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_array_ops.py:8561(reshape_eager_fallback)
    24893    0.055    0.000    0.055    0.000 {built-in method __new__ of type object at 0x908780}
  470/230    0.004    0.000    0.055    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:132(sticky_attribute_assignment)
