         4242161 function calls (3943652 primitive calls) in 34.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      110    0.006    0.000    1.630    0.015 /usr/local/lib/python3.8/dist-packages/tf_agents/networks/encoding_network.py:300(call)
    81055    0.464    0.000    1.466    0.000 /tf/mlrl/meta/search_tree.py:88(__eq__)
36560/18616    0.408    0.000    1.449    0.000 /usr/lib/python3.8/copy.py:128(deepcopy)
      540    0.023    0.000    1.350    0.003 /tf/mlrl/meta/search_tree.py:517(expand_all)
     3980    0.017    0.000    1.326    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/profiler/trace.py:178(wrapped)
   290897    0.947    0.000    1.319    0.000 {method 'get' of 'dict' objects}
     3980    0.095    0.000    1.310    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1572(convert_to_tensor)
    22580    0.089    0.000    1.219    0.000 /tf/mlrl/meta/search_tree.py:215(duplicate_state_ancestor)
      572    0.018    0.000    1.143    0.002 /tf/mlrl/meta/meta_env.py:346(get_computational_reward)
    22580    0.192    0.000    1.130    0.000 /tf/mlrl/meta/search_tree.py:225(find_duplicate_state_ancestor)
     3864    0.055    0.000    1.127    0.000 /tf/mlrl/meta/search_tree.py:531(expand_action)
     2460    0.010    0.000    1.070    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/constant_op.py:170(constant)
     2460    0.020    0.000    1.060    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/constant_op.py:271(_constant_impl)
     2460    0.013    0.000    1.024    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/constant_op.py:302(_constant_eager_impl)
     2460    0.991    0.000    1.011    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/constant_op.py:74(convert_to_eager_tensor)
   150016    0.661    0.000    1.007    0.000 /tf/mlrl/meta/q_estimation.py:45(<listcomp>)
     7923    0.143    0.000    0.975    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1398(binary_op_wrapper)
      970    0.004    0.000    0.955    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1430(convert_to_tensor_v2_with_dispatch)
      970    0.004    0.000    0.951    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1498(convert_to_tensor_v2)
     9083    0.110    0.000    0.940    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1962(tensor_equals)
      270    0.001    0.000    0.912    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_conversion_registry.py:46(_default_conversion_function)
      330    0.008    0.000    0.892    0.003 /usr/local/lib/python3.8/dist-packages/keras/layers/convolutional/base_conv.py:241(call)
   399352    0.864    0.000    0.864    0.000 /tf/mlrl/procgen/procgen_state.py:148(__hash__)
     7928    0.059    0.000    0.817    0.000 /tf/mlrl/meta/search_tree.py:248(get_value)
     3864    0.720    0.000    0.800    0.000 /tf/mlrl/procgen/procgen_state.py:109(set_variables)
    28513    0.208    0.000    0.792    0.000 {built-in method builtins.max}
      330    0.004    0.000    0.737    0.002 /usr/local/lib/python3.8/dist-packages/keras/layers/convolutional/base_conv.py:217(convolution_op)
      330    0.001    0.000    0.726    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:1140(convolution_v2)
      330    0.012    0.000    0.724    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:1166(convolution_internal)
     3964    0.053    0.000    0.707    0.000 /tf/mlrl/meta/search_tree.py:254(get_exp_root_return)
    20509    0.086    0.000    0.693    0.000 /tf/mlrl/meta/search_tree.py:96(find_cycle)
      330    0.003    0.000    0.687    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:2742(_conv2d_expanded_batch)
      330    0.014    0.000    0.682    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_nn_ops.py:860(conv2d)
     1130    0.022    0.000    0.668    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:808(map_structure)
      650    0.045    0.000    0.649    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:914(_slice_helper)
      640    0.005    0.000    0.648    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:7273(__next__)
    20509    0.116    0.000    0.607    0.000 /tf/mlrl/meta/search_tree.py:100(<listcomp>)
     1130    0.005    0.000    0.602    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:916(<listcomp>)
    18616    0.519    0.000    0.587    0.000 /usr/lib/python3.8/copy.py:242(_keep_alive)
    71352    0.299    0.000    0.583    0.000 /tf/mlrl/meta/search_tree.py:252(<genexpr>)
      220    0.010    0.000    0.565    0.003 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:345(assert_matching_dtypes_and_inner_shapes)
     1144    0.007    0.000    0.565    0.000 /tf/mlrl/meta/search_tree.py:576(__hash__)
     1139    0.009    0.000    0.560    0.000 /tf/mlrl/meta/tree_policy.py:60(evaluate)
2429/1139    0.070    0.000    0.549    0.000 /tf/mlrl/meta/tree_policy.py:68(recursive_compute_value)
    18616    0.156    0.000    0.539    0.000 /usr/lib/python3.8/copy.py:200(_deepcopy_list)
     3864    0.036    0.000    0.517    0.000 /tf/mlrl/meta/search_tree.py:284(expand_node)
      770    0.005    0.000    0.506    0.001 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:3389(_convert_numpy_or_python_types)
     9083    0.047    0.000    0.503    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:3272(equal)
    15656    0.213    0.000    0.502    0.000 /tf/mlrl/meta/search_tree.py:351(can_expand)
     3864    0.081    0.000    0.467    0.000 /tmp/ipykernel_32976/1781336316.py:90(patched_create_child)
      220    0.001    0.000    0.467    0.002 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:381(<listcomp>)
      110    0.001    0.000    0.466    0.004 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:376(_convert)
    37032    0.164    0.000    0.466    0.000 /tf/mlrl/meta/search_tree.py:397(__hash__)
     7803    0.034    0.000    0.402    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:544(subtract)
      772    0.005    0.000    0.384    0.000 /usr/local/lib/python3.8/dist-packages/gym3/wrapper.py:28(callmethod)
      772    0.010    0.000    0.379    0.000 /usr/local/lib/python3.8/dist-packages/gym3/env.py:68(callmethod)
      672    0.009    0.000    0.378    0.001 /tf/mlrl/meta/meta_env.py:629(set_environment_to_root_state)
   165813    0.372    0.000    0.372    0.000 /tf/mlrl/experiments/procgen_meta.py:87(q_hat)
     7803    0.043    0.000    0.368    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:11071(sub)
      672    0.014    0.000    0.367    0.001 /tf/mlrl/procgen/procgen_state.py:124(set_environment_to_state)
   153152    0.365    0.000    0.365    0.000 /tf/mlrl/meta/search_tree.py:260(set_q_value)
    22580    0.362    0.000    0.362    0.000 /tf/mlrl/meta/search_tree.py:140(__init__)
       10    0.000    0.000    0.358    0.036 /tf/mlrl/utils/env_wrappers.py:50(_step)
   156103    0.352    0.000    0.352    0.000 /tf/mlrl/meta/search_tree.py:335(get_children)
     3964    0.055    0.000    0.349    0.000 /tf/mlrl/meta/search_tree.py:508(has_valid_expansions)
     1950    0.009    0.000    0.342    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1419(stack)
     8284    0.062    0.000    0.335    0.000 /tf/mlrl/meta/search_tree.py:501(is_action_valid)
67621/66758    0.216    0.000    0.325    0.000 {built-in method builtins.getattr}
    82960    0.249    0.000    0.323    0.000 /tf/mlrl/meta/search_tree.py:238(get_q_value)
 1290/909    0.012    0.000    0.310    0.000 /tf/mlrl/meta/tree_policy.py:89(<listcomp>)
       10    0.000    0.000    0.308    0.031 /usr/local/lib/python3.8/dist-packages/tf_agents/policies/py_policy.py:140(action)
       10    0.001    0.000    0.308    0.031 /usr/local/lib/python3.8/dist-packages/tf_agents/policies/random_py_policy.py:112(_action)
   150588    0.285    0.000    0.285    0.000 {built-in method builtins.sum}
6939/6889    0.147    0.000    0.283    0.000 {built-in method numpy.core._multiarray_umath.implement_array_function}
     2505    0.093    0.000    0.278    0.000 /tf/mlrl/meta/tree_policy.py:129(get_action_probabilities)
    21236    0.135    0.000    0.257    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:2161(executing_eagerly)
     7828    0.047    0.000    0.249    0.000 /tf/mlrl/meta/tree_tokenisation.py:64(encode_node_id)
     6934    0.041    0.000    0.233    0.000 {built-in method builtins.any}
    18602    0.127    0.000    0.231    0.000 {built-in method builtins.all}
    31869    0.129    0.000    0.230    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/traceback_utils.py:32(is_traceback_filtering_enabled)
     9853    0.072    0.000    0.224    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6670(name_scope)
       10    0.205    0.020    0.205    0.020 /tf/mlrl/utils/env_wrappers.py:42(preprocess)
     7828    0.183    0.000    0.202    0.000 /tf/mlrl/utils/__init__.py:23(compute_positional_encoding)
     2580    0.029    0.000    0.197    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:765(__init__)
     4130    0.024    0.000    0.187    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1256(shape)
       10    0.000    0.000    0.184    0.018 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1218(sample)
       10    0.000    0.000    0.181    0.018 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1203(_call_sample_n)
     4629    0.032    0.000    0.178    0.000 <__array_function__ internals>:177(concatenate)
92407/92277    0.177    0.000    0.178    0.000 {built-in method builtins.len}
    93508    0.167    0.000    0.167    0.000 {built-in method builtins.id}
      770    0.022    0.000    0.167    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/input_spec.py:155(assert_input_compatibility)
68854/68734    0.136    0.000    0.167    0.000 {built-in method builtins.isinstance}
     7928    0.023    0.000    0.161    0.000 /tf/mlrl/meta/search_tree.py:512(<genexpr>)
      220    0.006    0.000    0.161    0.001 /usr/local/lib/python3.8/dist-packages/keras/layers/core/dense.py:166(call)
     2070    0.011    0.000    0.161    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/constant_op.py:340(_constant_tensor_conversion_function)
       10    0.002    0.000    0.152    0.015 /tf/mlrl/utils/procgen_gym3_wrapper.py:105(_step)
     9083    0.038    0.000    0.151    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:5979(executing_eagerly_outside_functions)
     7370    0.048    0.000    0.151    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:775(<genexpr>)
    23352    0.105    0.000    0.149    0.000 /usr/lib/python3.8/typing.py:868(__new__)
    10380    0.064    0.000    0.145    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:723(as_dimension)
    13672    0.144    0.000    0.144    0.000 {built-in method numpy.array}
    65184    0.129    0.000    0.129    0.000 {method 'append' of 'list' objects}
      280    0.002    0.000    0.126    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1135(numpy)
       10    0.001    0.000    0.124    0.012 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/categorical.py:234(_sample_n)
    58360    0.121    0.000    0.121    0.000 /tf/mlrl/meta/search_tree.py:355(<genexpr>)
    57629    0.115    0.000    0.115    0.000 /tf/mlrl/procgen/procgen_state.py:135(get_actions)
     2442    0.075    0.000    0.114    0.000 /tf/mlrl/meta/tree_policy.py:140(<dictcomp>)
     1290    0.008    0.000    0.113    0.000 <__array_function__ internals>:177(mean)
      440    0.002    0.000    0.113    0.000 /usr/local/lib/python3.8/dist-packages/gym3/wrapper.py:25(act)
12004/11954    0.033    0.000    0.112    0.000 {built-in method builtins.hasattr}
      440    0.003    0.000    0.111    0.000 /usr/local/lib/python3.8/dist-packages/procgen/env.py:197(act)
     3964    0.044    0.000    0.109    0.000 /tf/mlrl/meta/search_tree.py:206(path_return)
    43087    0.107    0.000    0.107    0.000 /tf/mlrl/meta/search_tree.py:219(is_unexpandable_leaf)
    27056    0.106    0.000    0.106    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:973(executing_eagerly)
      440    0.095    0.000    0.106    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:352(act)
      100    0.003    0.000    0.105    0.001 /tf/mlrl/experiments/procgen_meta.py:28(repeated_step)
      400    0.010    0.000    0.102    0.000 /tf/mlrl/experiments/procgen_meta.py:41(normalised_step)
     8470    0.033    0.000    0.101    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:355(flatten)
      220    0.008    0.000    0.100    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:3488(matmul)
     3864    0.042    0.000    0.100    0.000 /tf/mlrl/procgen/procgen_state.py:141(get_action_vector)
      950    0.005    0.000    0.097    0.000 /usr/local/lib/python3.8/dist-packages/gym3/extract_dict_ob.py:9(observe)
     1290    0.011    0.000    0.096    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:3356(mean)
      672    0.046    0.000    0.092    0.000 {method 'sort' of 'list' objects}
      950    0.004    0.000    0.092    0.000 /usr/local/lib/python3.8/dist-packages/gym3/wrapper.py:19(observe)
      400    0.010    0.000    0.092    0.000 /usr/local/lib/python3.8/dist-packages/gym3/interop.py:274(step)
      572    0.005    0.000    0.091    0.000 /tf/mlrl/meta/tree_tokenisation.py:177(can_tokenise)
      950    0.029    0.000    0.088    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:344(observe)
    16768    0.087    0.000    0.087    0.000 /tmp/ipykernel_32976/1781336316.py:88(patch_node)
      360    0.006    0.000    0.087    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:1231(is_compatible_with)
     1290    0.030    0.000    0.085    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/_methods.py:162(_mean)
      572    0.040    0.000    0.085    0.000 /tf/mlrl/meta/tree_tokenisation.py:179(<listcomp>)
      110    0.004    0.000    0.085    0.001 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:820(get_outer_rank)
     1640    0.006    0.000    0.085    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:846(dims)
       10    0.002    0.000    0.084    0.008 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:969(stack_nested_arrays)
      220    0.002    0.000    0.080    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:247(getfullargspec)
     1640    0.018    0.000    0.079    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:858(<listcomp>)
      640    0.008    0.000    0.079    0.000 /tf/mlrl/meta/tree_tokenisation.py:50(pad)
      660    0.005    0.000    0.077    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2449(_maybe_cast_inputs)
      220    0.014    0.000    0.076    0.000 /usr/lib/python3.8/inspect.py:1102(getfullargspec)
     2070    0.008    0.000    0.075    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1579(_autopacking_conversion_function)
     9693    0.046    0.000    0.073    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:436(__getattr__)
      250    0.002    0.000    0.069    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:66(reshape)
     8470    0.048    0.000    0.068    0.000 {built-in method tensorflow.python.util._pywrap_utils.Flatten}
      550    0.009    0.000    0.068    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:3479(bias_add)
     2070    0.021    0.000    0.066    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1569(_should_not_autopack)
       10    0.000    0.000    0.065    0.007 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:980(<listcomp>)
       50    0.000    0.000    0.065    0.001 <__array_function__ internals>:177(stack)
      250    0.002    0.000    0.064    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_array_ops.py:8457(reshape)
     9650    0.048    0.000    0.063    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:199(__init__)
       50    0.001    0.000    0.063    0.001 /usr/local/lib/python3.8/dist-packages/numpy/core/shape_base.py:357(stack)
       50    0.001    0.000    0.057    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/prefer_static.py:68(wrap)
     1350    0.011    0.000    0.054    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:281(_maybe_copy_dict)
    21808    0.054    0.000    0.054    0.000 /tf/mlrl/meta/search_tree.py:312(add_child_node)
      160    0.010    0.000    0.053    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:936(cast)
     2616    0.014    0.000    0.053    0.000 /usr/lib/python3.8/abc.py:96(__instancecheck__)
      650    0.004    0.000    0.052    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1168(strided_slice)
       20    0.001    0.000    0.052    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:281(map_fn_over_parameters_with_event_ndims)
     4320    0.051    0.000    0.051    0.000 {method 'copy' of 'numpy.ndarray' objects}
    18426    0.051    0.000    0.051    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1312(graph)
       10    0.000    0.000    0.051    0.005 <decorator-gen-1171>:1(__init__)
    20/10    0.000    0.000    0.050    0.005 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:333(wrapped_init)
       10    0.000    0.000    0.050    0.005 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:985(_batch_shape_tensor)
    27066    0.050    0.000    0.050    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:2131(context_safe)
       10    0.000    0.000    0.050    0.005 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:78(inferred_batch_shape_tensor)
      770    0.004    0.000    0.050    0.000 /usr/local/lib/python3.8/dist-packages/keras/utils/traceback_utils.py:74(inject_argument_info_in_traceback)
  440/220    0.004    0.000    0.050    0.000 /usr/lib/python3.8/inspect.py:2218(_signature_from_callable)
 1958/693    0.007    0.000    0.050    0.000 /usr/lib/python3.8/abc.py:100(__subclasscheck__)
       10    0.001    0.000    0.049    0.005 /usr/local/lib/python3.8/dist-packages/tf_agents/distributions/masked.py:34(__init__)
     1730    0.030    0.000    0.049    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6923(__enter__)
      650    0.004    0.000    0.049    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_array_ops.py:10522(strided_slice)
      110    0.001    0.000    0.048    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:108(getargspec)
     1220    0.005    0.000    0.048    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:691(pack_sequence_as)
      640    0.008    0.000    0.047    0.000 /tf/mlrl/meta/tree_tokenisation.py:41(get_terminate_token)
 1958/693    0.039    0.000    0.047    0.000 {built-in method _abc._abc_subclasscheck}
      770    0.014    0.000    0.046    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:61(make_decorator)
    24383    0.046    0.000    0.046    0.000 {built-in method __new__ of type object at 0x908780}
    18616    0.046    0.000    0.046    0.000 /tf/mlrl/meta/search_tree.py:460(<lambda>)
     7828    0.031    0.000    0.045    0.000 /tf/mlrl/procgen/procgen_state.py:132(get_maximum_number_of_actions)
       68    0.000    0.000    0.045    0.001 /tf/mlrl/meta/meta_env.py:472(observe_terminate)
      110    0.003    0.000    0.044    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:269(getcallargs)
      110    0.001    0.000    0.044    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:65(_getargspec)
     1220    0.009    0.000    0.043    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:651(_pack_sequence_as)
    12487    0.043    0.000    0.043    0.000 {built-in method numpy.zeros}
      220    0.010    0.000    0.043    0.000 /usr/lib/python3.8/inspect.py:2124(_signature_from_function)
      440    0.002    0.000    0.042    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_nn_ops.py:10502(relu)
      772    0.007    0.000    0.041    0.000 /tf/mlrl/meta/search_tree.py:410(__init__)
      220    0.003    0.000    0.041    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2162(_clear_losses)
       30    0.000    0.000    0.041    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1353(map_structure_up_to)
       30    0.001    0.000    0.041    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1434(map_structure_with_tuple_paths_up_to)
      550    0.003    0.000    0.040    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_nn_ops.py:646(bias_add)
      220    0.001    0.000    0.040    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/resource_variable_ops.py:558(_shape_tuple)
      770    0.005    0.000    0.039    0.000 /usr/lib/python3.8/contextlib.py:415(enter_context)
      110    0.001    0.000    0.039    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:869(<listcomp>)
     2616    0.009    0.000    0.039    0.000 {built-in method _abc._abc_instancecheck}
      220    0.005    0.000    0.039    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/resource_variable_ops.py:553(_shape_as_list)
      770    0.008    0.000    0.038    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2943(_flatten_layers)
    20685    0.037    0.000    0.037    0.000 {method 'values' of 'dict' objects}
