         4242161 function calls (3943652 primitive calls) in 34.418 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       30    0.000    0.000    0.037    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1527(<listcomp>)
       30    0.000    0.000    0.037    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1429(<lambda>)
    17006    0.036    0.000    0.036    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1343(maybe_promote_tensors)
      840    0.006    0.000    0.034    0.000 <__array_function__ internals>:177(sum)
     5060    0.020    0.000    0.034    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1129(dtype)
       10    0.000    0.000    0.034    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:119(get_batch_shape_tensor_part)
      110    0.001    0.000    0.034    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2483(_cast_single_input)
       20    0.000    0.000    0.033    0.002 <decorator-gen-793>:1(concat)
       10    0.000    0.000    0.033    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:175(_truncate_shape_tensor)
      120    0.002    0.000    0.033    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_array_ops.py:8561(reshape_eager_fallback)
     3964    0.016    0.000    0.032    0.000 /tf/mlrl/procgen/procgen_state.py:129(get_state_vector)
  410/250    0.003    0.000    0.032    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/autotrackable.py:58(__setattr__)
    17944    0.032    0.000    0.032    0.000 /usr/lib/python3.8/copy.py:182(_deepcopy_atomic)
     1730    0.016    0.000    0.032    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6957(__exit__)
       10    0.003    0.000    0.031    0.003 /tf/mlrl/meta/meta_policies/random_policy.py:21(mask_token_splitter_no_terminate)
      220    0.006    0.000    0.030    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:5986(mat_mul)
     4910    0.022    0.000    0.030    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:839(rank)
     4600    0.029    0.000    0.029    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:175(__eq__)
  470/230    0.004    0.000    0.029    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:132(sticky_attribute_assignment)
      770    0.010    0.000    0.028    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2949(_flatten_modules)
     3864    0.016    0.000    0.028    0.000 /tf/mlrl/utils/__init__.py:10(one_hot)
      770    0.005    0.000    0.027    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:3380(_in_functional_construction_mode)
     1290    0.024    0.000    0.027    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/_methods.py:66(_count_reduce_items)
      140    0.001    0.000    0.027    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:1981(cast)
       10    0.000    0.000    0.026    0.003 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:2018(_set_sample_static_shape)
      770    0.007    0.000    0.026    0.000 /usr/lib/python3.8/contextlib.py:482(__exit__)
      250    0.003    0.000    0.026    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/execute.py:227(args_to_matching_eager)
     7480    0.025    0.000    0.025    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:265(value)
     1740    0.022    0.000    0.025    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6905(__init__)
      100    0.001    0.000    0.024    0.000 /tf/mlrl/meta/meta_env.py:321(get_best_object_action_index)
      122    0.001    0.000    0.024    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:911(__getattr__)
   220/70    0.008    0.000    0.023    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:611(_packed_nest_with_indices)
      840    0.005    0.000    0.023    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:2160(sum)
      122    0.001    0.000    0.023    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:900(make_accessor)
      100    0.002    0.000    0.023    0.000 /tf/mlrl/meta/tree_policy.py:24(get_action_index)
      122    0.001    0.000    0.022    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:834(accessor_function)
  470/270    0.004    0.000    0.021    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:94(wrap_or_unwrap)
     2350    0.013    0.000    0.021    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_conversion_registry.py:112(get)
      650    0.003    0.000    0.021    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:894(_check_index)
      122    0.001    0.000    0.020    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:433(_get_cached_btype)
      110    0.002    0.000    0.020    0.000 /usr/local/lib/python3.8/dist-packages/keras/layers/reshaping/flatten.py:67(call)
      110    0.001    0.000    0.020    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/networks/utils.py:67(flatten)
      770    0.006    0.000    0.020    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2477(_should_cast_single_input)
      110    0.001    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:3829(softmax_v2)
      350    0.002    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:888(__getitem__)
      110    0.001    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:3743(_wrap_2d_function)
     2280    0.011    0.000    0.018    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:912(<genexpr>)
     1100    0.009    0.000    0.018    0.000 /usr/lib/python3.8/inspect.py:2489(__init__)
     9203    0.018    0.000    0.018    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:178(__exit__)
     9203    0.018    0.000    0.018    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:172(__init__)
       10    0.000    0.000    0.018    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:796(__init__)
     2150    0.017    0.000    0.017    0.000 {method 'reduce' of 'numpy.ufunc' objects}
      860    0.007    0.000    0.017    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
     9203    0.017    0.000    0.017    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:175(__enter__)
       10    0.000    0.000    0.017    0.002 <decorator-gen-937>:1(__init__)
       10    0.000    0.000    0.016    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/categorical.py:152(__init__)
      110    0.001    0.000    0.016    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:2248(reduce_sum)
      400    0.001    0.000    0.016    0.000 /usr/local/lib/python3.8/dist-packages/gym3/wrapper.py:22(get_info)
       10    0.000    0.000    0.016    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:150(_set_sample_static_shape_for_tensor)
      110    0.001    0.000    0.015    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:2315(reduce_sum_with_dims)
      110    0.000    0.000    0.015    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:857(<listcomp>)
       10    0.001    0.000    0.015    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:808(<dictcomp>)
     3864    0.015    0.000    0.015    0.000 {built-in method time.time}
     8594    0.015    0.000    0.015    0.000 {method 'items' of 'dict' objects}
  775/129    0.004    0.000    0.015    0.000 /usr/local/lib/python3.8/dist-packages/cffi/model.py:81(__hash__)
     5190    0.014    0.000    0.014    0.000 {method '_datatype_enum' of 'tensorflow.python.framework.ops.EagerTensor' objects}
      400    0.004    0.000    0.014    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:363(get_info)
      220    0.013    0.000    0.014    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/resource_variable_ops.py:556(<listcomp>)
      110    0.001    0.000    0.013    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:846(<listcomp>)
      100    0.001    0.000    0.013    0.000 /tf/mlrl/meta/meta_env.py:43(__call__)
      110    0.001    0.000    0.013    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:11203(_sum)
   230/50    0.001    0.000    0.013    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/_utils.py:59(wrap)
     1900    0.006    0.000    0.013    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:271(_maybe_copy_ndarray)
      220    0.001    0.000    0.013    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:383(<listcomp>)
       10    0.001    0.000    0.012    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:568(__init__)
       10    0.000    0.000    0.012    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:3078(zeros_like_v2)
      100    0.011    0.000    0.012    0.000 {method 'choice' of 'numpy.random.mtrand.RandomState' objects}
       10    0.000    0.000    0.012    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:2971(wrapped)
       10    0.000    0.000    0.012    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:3124(zeros_like_impl)
     1730    0.007    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6947(_restore_name_scope)
      110    0.002    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/networks/utils.py:97(unflatten)
     2505    0.012    0.000    0.012    0.000 /tf/mlrl/meta/tree_policy.py:147(<dictcomp>)
       50    0.006    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/shape_base.py:420(<listcomp>)
  806/786    0.003    0.000    0.012    0.000 {built-in method builtins.next}
      660    0.010    0.000    0.012    0.000 /usr/lib/python3.8/_collections_abc.py:870(__iter__)
     4972    0.009    0.000    0.012    0.000 {built-in method builtins.issubclass}
     1005    0.004    0.000    0.011    0.000 /usr/local/lib/python3.8/dist-packages/cffi/model.py:68(_get_items)
       10    0.000    0.000    0.011    0.001 <decorator-gen-789>:1(cast)
     1380    0.006    0.000    0.011    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:188(__ne__)
      100    0.001    0.000    0.011    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:907(_track_value)
     4490    0.011    0.000    0.011    0.000 {built-in method numpy.asanyarray}
       10    0.000    0.000    0.011    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_array_ops.py:12721(zeros_like)
     3864    0.010    0.000    0.010    0.000 /tf/mlrl/meta/search_tree.py:330(get_parent_id)
     2310    0.008    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:3384(<genexpr>)
     4629    0.010    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/multiarray.py:148(concatenate)
     2940    0.010    0.000    0.010    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNested}
       10    0.002    0.000    0.010    0.001 /tf/mlrl/utils/procgen_gym3_wrapper.py:128(_create_time_step)
      690    0.005    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:271(is_compatible_with)
      220    0.003    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2573(_set_mask_metadata)
      770    0.006    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:229(__init__)
       20    0.008    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/distributions/masked.py:107(parameters)
       10    0.001    0.000    0.010    0.001 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:979(<listcomp>)
      770    0.003    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2611(_get_input_masks)
      770    0.004    0.000    0.010    0.000 /usr/lib/python3.8/contextlib.py:458(_push_cm_exit)
     3460    0.010    0.000    0.010    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:990(scope_name)
      110    0.000    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1269(get_shape)
     4936    0.009    0.000    0.009    0.000 /tf/mlrl/meta/search_tree.py:365(get_state)
      220    0.003    0.000    0.009    0.000 /usr/lib/python3.8/inspect.py:2772(__init__)
       10    0.000    0.000    0.009    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1214(<lambda>)
     3864    0.009    0.000    0.009    0.000 /tmp/ipykernel_32976/1781336316.py:21(__init__)
    90/80    0.001    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:139(_convert_to_tensor)
      120    0.001    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:242(new)
       30    0.001    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/base.py:927(_track_trackable)
     4504    0.009    0.000    0.009    0.000 /tf/mlrl/meta/search_tree.py:321(get_id)
     4370    0.009    0.000    0.009    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1575(<genexpr>)
      110    0.001    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1759(_mul_dispatch)
       40    0.001    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:1005(concatenate)
      220    0.004    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:185(_sequence_like)
     3964    0.008    0.000    0.008    0.000 /tf/mlrl/meta/search_tree.py:174(depth)
     3864    0.008    0.000    0.008    0.000 /tmp/ipykernel_32976/1781336316.py:29(get_state)
       10    0.000    0.000    0.008    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:2012(_expand_sample_shape_to_vector)
       10    0.000    0.000    0.008    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1092(batch_shape)
     1005    0.005    0.000    0.008    0.000 /usr/local/lib/python3.8/dist-packages/cffi/model.py:69(<listcomp>)
     3964    0.008    0.000    0.008    0.000 /tf/mlrl/meta/search_tree.py:327(is_root)
     3864    0.008    0.000    0.008    0.000 {method 'index' of 'list' objects}
      100    0.001    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:204(_track_value)
     3864    0.007    0.000    0.007    0.000 /tf/mlrl/meta/search_tree.py:368(get_action)
      330    0.003    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:66(assert_same_structure)
     2505    0.007    0.000    0.007    0.000 /tf/mlrl/meta/tree_policy.py:146(<listcomp>)
       10    0.000    0.000    0.007    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1061(_batch_shape)
       10    0.000    0.000    0.007    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:40(inferred_batch_shape)
      810    0.003    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:860(ndims)
      120    0.007    0.000    0.007    0.000 {built-in method _cffi_backend.newp}
      400    0.001    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:1425(as_shape)
      770    0.004    0.000    0.007    0.000 /usr/lib/python3.8/inspect.py:1520(currentframe)
      110    0.001    0.000    0.007    0.000 {method 'extendleft' of 'collections.deque' objects}
       20    0.000    0.000    0.007    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/numpy_array.py:152(_concat)
       10    0.000    0.000    0.007    0.001 <decorator-gen-841>:1(minimum)
      770    0.003    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:3089(_split_out_first_arg)
      130    0.001    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/execute.py:29(quick_execute)
     2590    0.006    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:995(device_name)
      940    0.004    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:63(base_dtype)
      110    0.001    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_nn_ops.py:10909(softmax)
       20    0.000    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/numpy_array.py:125(_args_to_matching_arrays)
      530    0.002    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:255(_yield_value)
      770    0.006    0.000    0.006    0.000 {method 'pop' of 'collections.deque' objects}
  520/480    0.004    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:817(__getattribute__)
     1100    0.004    0.000    0.006    0.000 /usr/lib/python3.8/enum.py:313(__call__)
       10    0.000    0.000    0.006    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/random_ops.py:500(categorical)
      660    0.004    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:185(_get_sequence)
     1320    0.004    0.000    0.006    0.000 /usr/lib/python3.8/inspect.py:2821(<genexpr>)
      440    0.002    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:193(unwrap)
      672    0.004    0.000    0.006    0.000 /tf/mlrl/meta/q_estimation.py:35(__init__)
      650    0.006    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6706(<genexpr>)
     1540    0.004    0.000    0.006    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:951(<genexpr>)
       10    0.000    0.000    0.006    0.001 <decorator-gen-863>:1(reduce_prod)
     2783    0.006    0.000    0.006    0.000 /tf/mlrl/meta/search_tree.py:570(get_root)
       10    0.000    0.000    0.006    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/random_ops.py:530(multinomial_categorical_impl)
       90    0.001    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/base.py:583(_method_wrapper)
      220    0.003    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:178(prune_extra_keys)
      660    0.003    0.000    0.005    0.000 /usr/lib/python3.8/_collections_abc.py:886(__reversed__)
      770    0.004    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2332(_set_training_mode)
      770    0.003    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer_utils.py:478(enter)
      400    0.003    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/gym3/types.py:163(multimap)
       50    0.000    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:213(_default_convert_to_tensor)
     2590    0.005    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:931(_handle)
     3121    0.005    0.000    0.005    0.000 {method 'pop' of 'dict' objects}
     1130    0.005    0.000    0.005    0.000 {method 'astype' of 'numpy.ndarray' objects}
     1620    0.005    0.000    0.005    0.000 {method '_shape_tuple' of 'tensorflow.python.framework.ops.EagerTensor' objects}
     2590    0.005    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:580(ensure_initialized)
      220    0.002    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:537(spec_shape)
       10    0.000    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_random_ops.py:24(multinomial)
      360    0.003    0.000    0.005    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_util.py:1030(is_tf_type)
       30    0.000    0.000    0.005    0.000 {built-in method _functools.reduce}
      110    0.000    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:480(multiply)
      770    0.003    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/keras/mixed_precision/autocast_variable.py:543(__enter__)
   115/58    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/cffi/model.py:74(__eq__)
       10    0.000    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_random_ops.py:89(multinomial_eager_fallback)
      770    0.003    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer_utils.py:434(call_context)
      130    0.004    0.000    0.004    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_Execute}
     1730    0.004    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:985(scope_name)
      530    0.002    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:260(_yield_sorted_items)
       30    0.000    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/tensorshape_util.py:285(set_shape)
      110    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:6558(mul)
       30    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/base.py:982(_handle_deferred_dependencies)
      770    0.003    0.000    0.004    0.000 /usr/lib/python3.8/contextlib.py:463(_push_exit_callback)
      150    0.001    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_util.py:808(constant_value)
       30    0.000    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1301(set_shape)
      350    0.002    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:475(assert_same_structure)
      410    0.003    0.000    0.004    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:678(as_dtype)
     2200    0.004    0.000    0.004    0.000 /usr/lib/python3.8/inspect.py:2539(name)
      330    0.002    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/keras/utils/layer_utils.py:485(wrapped)
      260    0.001    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_util.py:1086(maybe_set_static_shape)
     1730    0.003    0.000    0.003    0.000 {method 'pop' of 'list' objects}
      440    0.001    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2584(<genexpr>)
      220    0.001    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:385(<listcomp>)
      200    0.001    0.000    0.003    0.000 {method 'sum' of 'numpy.generic' objects}
       50    0.000    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/prefer_static.py:76(<listcomp>)
       10    0.000    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:385(<lambda>)
     1340    0.003    0.000    0.003    0.000 {built-in method numpy.core._multiarray_umath.normalize_axis_index}
       10    0.000    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/prefer_static.py:207(broadcast_shape)
      110    0.001    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:847(<listcomp>)
     1644    0.003    0.000    0.003    0.000 {built-in method builtins.callable}
      110    0.001    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:399(ismethod)
     1650    0.003    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:1255(<genexpr>)
       10    0.000    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:375(_cast)
     1760    0.003    0.000    0.003    0.000 /usr/lib/python3.8/inspect.py:2543(default)
        2    0.000    0.000    0.003    0.001 /usr/lib/python3.8/typing.py:1009(__instancecheck__)
       20    0.000    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1981(_name_and_control_scope)
      120    0.001    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/execute.py:275(<listcomp>)
      440    0.002    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:107(_has_tf_decorator_attr)
     1540    0.003    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:1053(name)
      940    0.003    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:50(_is_ref_dtype)
      220    0.001    0.000    0.003    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2621(<listcomp>)
     1290    0.002    0.000    0.002    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:3351(_mean_dispatcher)
    60/50    0.001    0.000    0.002    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:167(_infer_dtype)
       20    0.000    0.000    0.002    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:545(broadcast_static_shape)
       10    0.000    0.000    0.002    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:207(fill)
       20    0.000    0.000    0.002    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/common_shapes.py:85(broadcast_shape)
       10    0.000    0.000    0.002    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:538(_convert_tensorshape_to_tensor)
     1210    0.002    0.000    0.002    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:436(__getitem__)
        8    0.002    0.000    0.002    0.000 /usr/lib/python3.8/typing.py:958(_get_protocol_attrs)
       10    0.000    0.000    0.002    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1728(_add_dispatch)
    22/12    0.000    0.000    0.002    0.000 /usr/lib/python3.8/contextlib.py:108(__enter__)
    70/50    0.001    0.000    0.002    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/backend/numpy/ops.py:248(_default_convert_to_tensor_with_dtype)
       10    0.000    0.000    0.002    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:2208(transpose_v2)
        2    0.000    0.000    0.002    0.001 /usr/lib/python3.8/typing.py:1068(_proto_hook)
      330    0.001    0.000    0.002    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2631(_call_arg_was_passed)
