         17726585 function calls (16906589 primitive calls) in 125.474 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
    11370    0.083    0.000    0.205    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:66(assert_same_structure)
   128221    0.204    0.000    0.204    0.000 {built-in method builtins.sum}
     3790    0.020    0.000    0.194    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:2248(reduce_sum)
    37900    0.129    0.000    0.191    0.000 /usr/lib/python3.8/enum.py:313(__call__)
    26530    0.085    0.000    0.189    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:3089(_split_out_first_arg)
    45480    0.131    0.000    0.188    0.000 /usr/lib/python3.8/inspect.py:2821(<genexpr>)
    22740    0.119    0.000    0.186    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:185(_get_sequence)
    53060    0.142    0.000    0.186    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:951(<genexpr>)
    63827    0.186    0.000    0.186    0.000 {built-in method numpy.array}
     3820    0.018    0.000    0.186    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:1981(cast)
   112463    0.185    0.000    0.185    0.000 /tf/mlrl/meta/search_tree.py:350(<genexpr>)
      690    0.004    0.000    0.184    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1159(flatten_up_to)
     3790    0.044    0.000    0.182    0.000 {method 'extendleft' of 'collections.deque' objects}
    15160    0.077    0.000    0.181    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:193(unwrap)
    34860    0.126    0.000    0.180    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:6905(__init__)
       10    0.000    0.000    0.177    0.018 /usr/local/lib/python3.8/dist-packages/tf_agents/policies/py_policy.py:140(action)
       10    0.001    0.000    0.177    0.018 /usr/local/lib/python3.8/dist-packages/tf_agents/policies/random_py_policy.py:112(_action)
     3790    0.030    0.000    0.176    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/networks/utils.py:97(unflatten)
    14780    0.101    0.000    0.175    0.000 /usr/local/lib/python3.8/dist-packages/gym3/types.py:163(multimap)
   116580    0.175    0.000    0.175    0.000 {built-in method builtins.id}
     3790    0.030    0.000    0.174    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/networks/utils.py:67(flatten)
   108369    0.174    0.000    0.174    0.000 /tf/mlrl/procgen/procgen_state.py:110(get_actions)
      830    0.006    0.000    0.172    0.000 /tf/mlrl/meta/search_tree.py:405(__init__)
    67160    0.169    0.000    0.169    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:175(__eq__)
     7580    0.078    0.000    0.169    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:178(prune_extra_keys)
    85950    0.167    0.000    0.167    0.000 {built-in method tensorflow.python.util._pywrap_utils.IsNested}
     3790    0.023    0.000    0.167    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:2315(reduce_sum_with_dims)
     5750    0.020    0.000    0.164    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1579(_autopacking_conversion_function)
   103465    0.159    0.000    0.159    0.000 {method 'items' of 'dict' objects}
    26530    0.107    0.000    0.159    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2332(_set_training_mode)
   103570    0.158    0.000    0.158    0.000 {method 'pop' of 'dict' objects}
    26530    0.104    0.000    0.155    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer_utils.py:478(enter)
    69700    0.155    0.000    0.155    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:990(scope_name)
    26700    0.089    0.000    0.150    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:63(base_dtype)
     3790    0.017    0.000    0.149    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_nn_ops.py:10909(softmax)
     5750    0.031    0.000    0.144    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1569(_should_not_autopack)
    22740    0.090    0.000    0.144    0.000 /usr/lib/python3.8/_collections_abc.py:870(__iter__)
    26530    0.094    0.000    0.142    0.000 /usr/local/lib/python3.8/dist-packages/keras/mixed_precision/autocast_variable.py:543(__enter__)
    22740    0.078    0.000    0.139    0.000 /usr/lib/python3.8/_collections_abc.py:886(__reversed__)
    26530    0.089    0.000    0.137    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer_utils.py:434(call_context)
    29131    0.092    0.000    0.136    0.000 /tf/mlrl/procgen/procgen_state.py:107(get_maximum_number_of_actions)
    53140    0.136    0.000    0.136    0.000 {method '_shape_tuple' of 'tensorflow.python.framework.ops.EagerTensor' objects}
    82470    0.133    0.000    0.133    0.000 {method '_datatype_enum' of 'tensorflow.python.framework.ops.EagerTensor' objects}
    15864    0.083    0.000    0.130    0.000 /usr/lib/python3.8/copy.py:242(_keep_alive)
    26530    0.087    0.000    0.128    0.000 /usr/lib/python3.8/contextlib.py:463(_push_exit_callback)
    63925    0.124    0.000    0.127    0.000 {built-in method _abc._abc_instancecheck}
 2020/740    0.038    0.000    0.123    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1031(assert_shallow_structure)
     7580    0.040    0.000    0.120    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:537(spec_shape)
     3790    0.014    0.000    0.118    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:480(multiply)
     3810    0.036    0.000    0.116    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/execute.py:29(quick_execute)
    20484    0.080    0.000    0.114    0.000 /usr/lib/python3.8/typing.py:868(__new__)
    75800    0.113    0.000    0.113    0.000 /usr/lib/python3.8/inspect.py:2539(name)
     3790    0.018    0.000    0.112    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:11203(_sum)
      545    0.004    0.000    0.111    0.000 /tf/mlrl/meta/meta_env.py:564(set_environment_to_root_state)
    26703    0.084    0.000    0.104    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:436(__getattr__)
     3790    0.017    0.000    0.103    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_math_ops.py:6558(mul)
7580/3790    0.056    0.000    0.102    0.000 /usr/lib/python3.8/functools.py:947(__get__)
     8980    0.061    0.000    0.102    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_util.py:1030(is_tf_type)
    11370    0.041    0.000    0.101    0.000 /usr/local/lib/python3.8/dist-packages/keras/utils/layer_utils.py:485(wrapped)
     7693    0.027    0.000    0.098    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:5979(executing_eagerly_outside_functions)
    48189    0.096    0.000    0.096    0.000 {built-in method numpy.zeros}
    15864    0.054    0.000    0.095    0.000 /tf/mlrl/procgen/procgen_state.py:104(get_state_vector)
     7620    0.027    0.000    0.093    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_util.py:1086(maybe_set_static_shape)
    15160    0.039    0.000    0.093    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2584(<genexpr>)
      450    0.007    0.000    0.093    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/trajectories/time_step.py:190(transition)
       10    0.000    0.000    0.092    0.009 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1218(sample)
       10    0.000    0.000    0.090    0.009 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:1203(_call_sample_n)
    56850    0.089    0.000    0.089    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/nn_ops.py:1255(<genexpr>)
    52708    0.089    0.000    0.089    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:178(__exit__)
    13390    0.056    0.000    0.089    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_conversion_registry.py:112(get)
    60640    0.089    0.000    0.089    0.000 /usr/lib/python3.8/inspect.py:2543(default)
    11390    0.044    0.000    0.088    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:475(assert_same_structure)
    53705    0.086    0.000    0.086    0.000 {built-in method builtins.callable}
    53060    0.086    0.000    0.086    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:1053(name)
    15224    0.052    0.000    0.085    0.000 /tf/mlrl/utils/__init__.py:10(one_hot)
     3790    0.021    0.000    0.084    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_inspect.py:399(ismethod)
    52708    0.084    0.000    0.084    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:172(__init__)
    41690    0.084    0.000    0.084    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:436(__getitem__)
    15160    0.049    0.000    0.080    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/tf_decorator.py:107(_has_tf_decorator_attr)
     7580    0.019    0.000    0.080    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:385(<listcomp>)
    52708    0.080    0.000    0.080    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:175(__enter__)
     3800    0.014    0.000    0.078    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/execute.py:275(<listcomp>)
     7580    0.026    0.000    0.076    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2621(<listcomp>)
     2110    0.011    0.000    0.073    0.000 <__array_function__ internals>:177(sum)
    10130    0.034    0.000    0.073    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:260(_yield_sorted_items)
     3790    0.014    0.000    0.073    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:847(<listcomp>)
    15160    0.048    0.000    0.070    0.000 /usr/lib/python3.8/inspect.py:158(isfunction)
    11370    0.033    0.000    0.067    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2631(_call_arg_was_passed)
     6290    0.021    0.000    0.067    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:255(_yield_value)
    34850    0.066    0.000    0.066    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:985(scope_name)
     3800    0.013    0.000    0.064    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:7120(_is_keras_symbolic_tensor)
     7580    0.040    0.000    0.063    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/resource_variable_ops.py:556(<listcomp>)
    37900    0.062    0.000    0.062    0.000 /usr/lib/python3.8/enum.py:631(__new__)
    34850    0.062    0.000    0.062    0.000 {method 'pop' of 'list' objects}
    26700    0.062    0.000    0.062    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:50(_is_ref_dtype)
     3790    0.016    0.000    0.061    0.000 /tf/mlrl/meta/search_tree.py:204(path_return)
    26530    0.061    0.000    0.061    0.000 /usr/local/lib/python3.8/dist-packages/keras/mixed_precision/autocast_variable.py:538(__init__)
     1055    0.006    0.000    0.060    0.000 <__array_function__ internals>:177(mean)
    11370    0.040    0.000    0.059    0.000 /usr/lib/python3.8/weakref.py:419(get)
     1280    0.011    0.000    0.059    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/trajectories/time_step.py:33(_as_array)
    26530    0.059    0.000    0.059    0.000 /usr/local/lib/python3.8/dist-packages/keras/mixed_precision/autocast_variable.py:547(__exit__)
    37900    0.058    0.000    0.058    0.000 {method 'isidentifier' of 'str' objects}
     1992    0.031    0.000    0.058    0.000 /tf/mlrl/meta/tree_policy.py:140(<dictcomp>)
     3810    0.058    0.000    0.058    0.000 {built-in method tensorflow.python._pywrap_tfe.TFE_Py_Execute}
      690    0.005    0.000    0.057    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1244(<listcomp>)
    37900    0.057    0.000    0.057    0.000 /usr/lib/python3.8/inspect.py:2551(kind)
    26530    0.056    0.000    0.056    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer_utils.py:561(__exit__)
    37900    0.056    0.000    0.056    0.000 /usr/lib/python3.8/inspect.py:2547(annotation)
    32534    0.056    0.000    0.056    0.000 {built-in method __new__ of type object at 0x908780}
     2760    0.022    0.000    0.054    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:69(_wrapreduction)
     3790    0.020    0.000    0.054    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:864(<listcomp>)
    26530    0.054    0.000    0.054    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer_utils.py:545(__enter__)
    26530    0.054    0.000    0.054    0.000 {built-in method sys.exc_info}
    11440    0.035    0.000    0.053    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:1425(as_shape)
4640/2080    0.022    0.000    0.052    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1001(_yield_flat_up_to)
    26530    0.051    0.000    0.051    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer_utils.py:540(__init__)
     2110    0.012    0.000    0.051    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:2160(sum)
    26530    0.051    0.000    0.051    0.000 /usr/lib/python3.8/contextlib.py:385(__init__)
       10    0.000    0.000    0.050    0.005 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/categorical.py:234(_sample_n)
      640    0.026    0.000    0.049    0.000 {method 'sort' of 'list' objects}
    11370    0.026    0.000    0.049    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:390(<genexpr>)
     7770    0.037    0.000    0.048    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/dtypes.py:678(as_dtype)
     1055    0.006    0.000    0.048    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:3356(mean)
    26530    0.047    0.000    0.047    0.000 /usr/lib/python3.8/contextlib.py:375(_create_exit_wrapper)
  860/710    0.012    0.000    0.047    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:611(_packed_nest_with_indices)
       10    0.001    0.000    0.046    0.005 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:969(stack_nested_arrays)
    26530    0.045    0.000    0.045    0.000 {built-in method builtins.setattr}
    26530    0.044    0.000    0.044    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:1110(input_spec)
      650    0.005    0.000    0.044    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/environments/py_environment.py:104(should_reset)
    26530    0.044    0.000    0.044    0.000 {built-in method sys._getframe}
    11390    0.044    0.000    0.044    0.000 {built-in method tensorflow.python.util._pywrap_utils.AssertSameStructure}
    26530    0.044    0.000    0.044    0.000 {method 'pop' of 'collections.deque' objects}
    26530    0.044    0.000    0.044    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/resource_variable_ops.py:545(shape)
     7590    0.043    0.000    0.043    0.000 {method 'format' of 'str' objects}
    22780    0.043    0.000    0.043    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_shape.py:1337(as_list)
    20990    0.043    0.000    0.043    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:995(device_name)
    23006    0.043    0.000    0.043    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/ops.py:1312(graph)
     1055    0.017    0.000    0.041    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/_methods.py:162(_mean)
    26530    0.041    0.000    0.041    0.000 {method 'append' of 'collections.deque' objects}
    26530    0.041    0.000    0.041    0.000 /usr/lib/python3.8/contextlib.py:479(__enter__)
       10    0.000    0.000    0.041    0.004 <decorator-gen-1171>:1(__init__)
    22830    0.041    0.000    0.041    0.000 {method 'startswith' of 'str' objects}
    20/10    0.000    0.000    0.040    0.004 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:333(wrapped_init)
       10    0.000    0.000    0.039    0.004 /usr/local/lib/python3.8/dist-packages/tf_agents/distributions/masked.py:34(__init__)
     7580    0.020    0.000    0.039    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:384(<listcomp>)
     7580    0.027    0.000    0.039    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:442(__len__)
    20990    0.038    0.000    0.038    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:931(_handle)
     7580    0.019    0.000    0.037    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:849(<genexpr>)
    15470    0.037    0.000    0.037    0.000 {method 'astype' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.037    0.004 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:980(<listcomp>)
       50    0.000    0.000    0.036    0.001 <__array_function__ internals>:177(stack)
    22750    0.036    0.000    0.036    0.000 {method 'add' of 'set' objects}
    20990    0.036    0.000    0.036    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/context.py:580(ensure_initialized)
     7580    0.018    0.000    0.036    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:853(<genexpr>)
    18824    0.035    0.000    0.035    0.000 /tf/mlrl/meta/search_tree.py:307(add_child_node)
       50    0.001    0.000    0.035    0.001 /usr/local/lib/python3.8/dist-packages/numpy/core/shape_base.py:357(stack)
    22740    0.035    0.000    0.035    0.000 {method 'popleft' of 'collections.deque' objects}
    18641    0.034    0.000    0.034    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:1343(maybe_promote_tensors)
     3960    0.020    0.000    0.034    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:138(_sorted)
       95    0.001    0.000    0.033    0.000 /tf/mlrl/meta/meta_env.py:321(get_best_object_action_index)
    19090    0.033    0.000    0.033    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1575(<genexpr>)
     3790    0.013    0.000    0.032    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:2160(_may_reduce_to_scalar)
     3790    0.020    0.000    0.032    0.000 /usr/lib/python3.8/copy.py:66(copy)
       95    0.002    0.000    0.032    0.000 /tf/mlrl/meta/tree_policy.py:24(get_action_index)
      450    0.002    0.000    0.031    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/trajectories/time_step.py:225(<lambda>)
       50    0.001    0.000    0.029    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/prefer_static.py:68(wrap)
    14780    0.028    0.000    0.028    0.000 /usr/local/lib/python3.8/dist-packages/gym3/interop.py:280(<lambda>)
      640    0.003    0.000    0.028    0.000 <__array_function__ internals>:177(all)
    16789    0.027    0.000    0.027    0.000 /tf/mlrl/meta/search_tree.py:360(get_state)
  410/250    0.003    0.000    0.027    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/autotrackable.py:58(__setattr__)
    17568    0.027    0.000    0.027    0.000 {method 'values' of 'dict' objects}
    16531    0.027    0.000    0.027    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/multiarray.py:148(concatenate)
    14780    0.026    0.000    0.026    0.000 /usr/local/lib/python3.8/dist-packages/gym3/libenv.py:365(<listcomp>)
    15540    0.026    0.000    0.026    0.000 {built-in method builtins.issubclass}
    15864    0.026    0.000    0.026    0.000 /tf/mlrl/meta/search_tree.py:322(is_root)
    16314    0.026    0.000    0.026    0.000 /tf/mlrl/meta/search_tree.py:316(get_id)
       20    0.001    0.000    0.026    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:281(map_fn_over_parameters_with_event_ndims)
     7580    0.019    0.000    0.025    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:386(<listcomp>)
4486/4466    0.016    0.000    0.025    0.000 {built-in method builtins.next}
    15224    0.025    0.000    0.025    0.000 /tf/mlrl/meta/search_tree.py:363(get_action)
    15224    0.025    0.000    0.025    0.000 /tf/mlrl/meta/search_tree.py:325(get_parent_id)
      640    0.006    0.000    0.025    0.000 /tf/mlrl/meta/tree_tokenisation.py:50(pad)
       10    0.000    0.000    0.025    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:985(_batch_shape_tensor)
    15160    0.025    0.000    0.025    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:2622(<genexpr>)
       10    0.000    0.000    0.025    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:78(inferred_batch_shape_tensor)
      650    0.003    0.000    0.025    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:1168(strided_slice)
  470/230    0.003    0.000    0.024    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:132(sticky_attribute_assignment)
      136    0.001    0.000    0.024    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:911(__getattr__)
    15224    0.024    0.000    0.024    0.000 {method 'index' of 'list' objects}
       10    0.002    0.000    0.024    0.002 /tf/mlrl/meta/meta_policies/random_policy.py:21(mask_token_splitter_no_terminate)
      136    0.001    0.000    0.023    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:900(make_accessor)
      640    0.005    0.000    0.023    0.000 /tf/mlrl/meta/tree_tokenisation.py:41(get_terminate_token)
    15864    0.023    0.000    0.023    0.000 /tf/mlrl/meta/search_tree.py:455(<lambda>)
       30    0.001    0.000    0.023    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1353(map_structure_up_to)
      136    0.001    0.000    0.023    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:834(accessor_function)
    15224    0.022    0.000    0.022    0.000 /usr/lib/python3.8/copy.py:182(_deepcopy_atomic)
       30    0.001    0.000    0.022    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1434(map_structure_with_tuple_paths_up_to)
      650    0.003    0.000    0.022    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/gen_array_ops.py:10522(strided_slice)
     3810    0.014    0.000    0.022    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/eager/backprop.py:165(_must_record_gradient)
      136    0.001    0.000    0.021    0.000 /usr/local/lib/python3.8/dist-packages/cffi/api.py:433(_get_cached_btype)
      640    0.003    0.000    0.020    0.000 /usr/local/lib/python3.8/dist-packages/numpy/core/fromnumeric.py:2404(all)
    11370    0.020    0.000    0.020    0.000 {method 'upper' of 'str' objects}
       95    0.001    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/trajectories/time_step.py:259(termination)
       30    0.000    0.000    0.019    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1527(<listcomp>)
    11370    0.019    0.000    0.019    0.000 {method 'endswith' of 'str' objects}
     3815    0.019    0.000    0.019    0.000 {method 'reduce' of 'numpy.ufunc' objects}
     3790    0.013    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/math_ops.py:2155(_has_fully_defined_shape)
     3790    0.012    0.000    0.019    0.000 <string>:1(__new__)
       10    0.000    0.000    0.019    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:2018(_set_sample_static_shape)
       30    0.000    0.000    0.019    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:1429(<lambda>)
     3790    0.013    0.000    0.019    0.000 /usr/lib/python3.8/inspect.py:80(ismethod)
    11370    0.019    0.000    0.019    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/networks/network.py:183(input_tensor_spec)
      860    0.008    0.000    0.018    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:185(_sequence_like)
  470/270    0.003    0.000    0.018    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:94(wrap_or_unwrap)
    11370    0.018    0.000    0.018    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/platform/device_context.py:17(enclosing_tpu_context)
       10    0.000    0.000    0.017    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:119(get_batch_shape_tensor_part)
       10    0.000    0.000    0.016    0.002 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/internal/batch_shape_lib.py:175(_truncate_shape_tensor)
     7580    0.015    0.000    0.015    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/resource_variable_ops.py:525(dtype)
       10    0.000    0.000    0.015    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:796(__init__)
  800/136    0.004    0.000    0.015    0.000 /usr/local/lib/python3.8/dist-packages/cffi/model.py:81(__hash__)
       10    0.000    0.000    0.015    0.001 <decorator-gen-937>:1(__init__)
       20    0.000    0.000    0.015    0.001 <decorator-gen-793>:1(concat)
     7580    0.014    0.000    0.014    0.000 {method 'squeeze' of 'numpy.ndarray' objects}
       10    0.000    0.000    0.014    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/categorical.py:152(__init__)
     7580    0.014    0.000    0.014    0.000 {method 'values' of 'mappingproxy' objects}
     7580    0.013    0.000    0.013    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_spec.py:56(dtype)
     7580    0.013    0.000    0.013    0.000 /usr/local/lib/python3.8/dist-packages/keras/engine/base_layer.py:871(compute_mask)
     7580    0.013    0.000    0.013    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/framework/tensor_spec.py:51(shape)
       10    0.001    0.000    0.013    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow/python/training/tracking/data_structures.py:808(<dictcomp>)
     7580    0.013    0.000    0.013    0.000 {method 'copy' of 'dict' objects}
      650    0.002    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/ops/array_ops.py:894(_check_index)
     1088    0.004    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/cffi/model.py:68(_get_items)
       95    0.001    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/trajectories/time_step.py:122(restart)
     7580    0.012    0.000    0.012    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/utils/nest_utils.py:880(<genexpr>)
     7580    0.012    0.000    0.012    0.000 /usr/lib/python3.8/inspect.py:2861(return_annotation)
     7580    0.012    0.000    0.012    0.000 /usr/lib/python3.8/inspect.py:2857(parameters)
     2560    0.012    0.000    0.012    0.000 {built-in method numpy.asarray}
       95    0.001    0.000    0.011    0.000 /tf/mlrl/meta/meta_env.py:43(__call__)
      640    0.004    0.000    0.011    0.000 /usr/local/lib/python3.8/dist-packages/tf_agents/trajectories/time_step.py:87(is_last)
     1450    0.005    0.000    0.011    0.000 /usr/local/lib/python3.8/dist-packages/tensorflow/python/util/nest.py:147(is_namedtuple)
       10    0.001    0.000    0.011    0.001 /usr/local/lib/python3.8/dist-packages/tensorflow_probability/python/distributions/distribution.py:150(_set_sample_static_shape_for_tensor)
